sd_size	sd_par_size	min_size_dif	sd_patt	sd_par_patt	min_patt_dif	typ1_err	typ2_err	avg_size	avg_size_thr	avg_patt	avg_patt_thr	avg_par_size	avg_par_patt	end_gen
0.416667	0.600000	0.000000	0.416667	0.600000	2.000000	0.021177	0.028110	10.000000	12.394504	10.000000	10.848830	10.000790	11.999784	2999
0.416667	0.600000	0.000000	0.416667	0.600000	2.000000	0.023767	0.026677	10.000000	12.025230	10.000000	10.833426	10.000164	12.000140	2999
0.416667	0.600000	0.000000	0.416667	0.600000	2.000000	0.018693	0.029950	10.000000	12.350940	10.000000	10.874969	10.000742	11.999701	2999
0.416667	0.600000	0.000000	0.416667	0.600000	2.000000	0.015720	0.033947	10.000000	13.635631	10.000000	10.900707	10.000445	11.999783	2999
0.416667	0.600000	0.000000	0.416667	0.600000	2.000000	0.025313	0.024940	10.000000	13.156944	10.000000	10.818396	9.999562	11.999936	2999
0.416667	0.600000	0.000000	0.416667	0.600000	2.000000	0.016203	0.034393	10.000000	11.958328	10.000000	10.903898	9.999351	12.000073	2999
0.416667	0.600000	0.000000	0.416667	0.600000	2.000000	0.018637	0.031040	10.000000	12.202639	10.000000	10.879411	9.999645	11.999528	2999
0.416667	0.600000	0.000000	0.416667	0.600000	2.000000	0.024400	0.025420	10.000000	12.188782	10.000000	10.824711	10.000223	11.999856	2999
0.416667	0.600000	0.000000	0.416667	0.600000	2.000000	0.016103	0.033203	10.000000	13.493527	10.000000	10.895529	10.000257	12.000317	2999
0.416667	0.600000	0.000000	0.416667	0.600000	2.000000	0.017363	0.032883	10.000000	11.786136	10.000000	10.894887	9.999878	12.000534	2999
0.416667	0.600000	0.000000	0.416667	0.600000	2.000000	0.031820	0.020907	10.000000	11.559394	10.000000	10.777723	9.999487	11.999994	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.049200	0.078237	10.000000	11.216942	10.000000	10.687970	10.500481	11.499383	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.041280	0.086013	10.000000	11.125667	10.000000	10.739290	10.500814	11.499934	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.031947	0.099673	10.000000	11.088649	10.000000	10.791569	10.499772	11.499960	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.064950	0.063013	10.000000	11.135204	10.000000	10.636768	10.499622	11.500049	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.047897	0.078227	10.000000	11.259143	10.000000	10.689353	10.499777	11.499857	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.045210	0.081930	10.000000	11.322958	10.000000	10.698606	10.500192	11.500498	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.045150	0.079993	10.000000	11.085016	10.000000	10.717079	10.500550	11.499558	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.041527	0.084137	10.000000	11.120095	10.000000	10.728614	10.501127	11.501049	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.063827	0.063883	10.000000	11.005696	10.000000	10.664846	10.500862	11.500337	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.050550	0.074020	10.000000	11.027032	10.000000	10.703498	10.500396	11.500493	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.052917	0.075577	10.000000	11.341204	10.000000	10.668001	10.499377	11.499437	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.045300	0.081520	10.000000	11.139962	10.000000	10.722418	10.500097	11.500166	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.043100	0.082683	10.000000	11.193247	10.000000	10.716734	10.500366	11.499228	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.057260	0.071133	10.000000	11.249219	10.000000	10.654105	10.500013	11.499900	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.040320	0.085700	10.000000	11.007310	10.000000	10.758873	10.500128	11.500695	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.043447	0.082523	10.000000	11.050688	10.000000	10.737292	10.499727	11.500372	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.042250	0.082683	10.000000	11.123101	10.000000	10.725153	10.501324	11.499161	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.046083	0.078633	10.000000	11.128728	10.000000	10.709276	10.499585	11.500296	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.059180	0.067640	10.000000	11.173341	10.000000	10.652881	10.499876	11.499621	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.060740	0.065843	10.000000	10.976093	10.000000	10.670857	10.500464	11.499842	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.052300	0.073890	10.000000	11.012850	10.000000	10.707292	10.499698	11.500372	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.063730	0.063723	10.000000	11.024879	10.000000	10.649716	10.499998	11.500081	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.045177	0.080877	10.000000	11.143396	10.000000	10.714006	10.499530	11.500192	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.048133	0.078263	10.000000	10.952596	10.000000	10.731400	10.500195	11.499689	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.043377	0.085800	10.000000	10.989591	10.000000	10.756967	10.499659	11.500173	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.054760	0.071023	10.000000	11.076089	10.000000	10.679767	10.500362	11.500245	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.036337	0.093503	10.000000	11.249457	10.000000	10.745100	10.499823	11.500455	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.048323	0.077477	10.000000	11.006383	10.000000	10.718304	10.499408	11.500750	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.041950	0.086960	10.000000	11.209335	10.000000	10.741277	10.500127	11.499331	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.038760	0.089550	10.000000	11.065626	10.000000	10.758477	10.500311	11.499168	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.038597	0.088507	10.000000	11.054129	10.000000	10.757423	10.499663	11.499678	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.046783	0.076883	10.000000	11.042882	10.000000	10.713231	10.499527	11.499790	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.047200	0.077030	10.000000	11.058445	10.000000	10.712899	10.500288	11.501140	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.041347	0.085093	10.000000	11.049394	10.000000	10.745605	10.500175	11.500543	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.038530	0.088707	10.000000	11.096253	10.000000	10.750386	10.499884	11.500385	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.059907	0.067890	10.000000	11.192889	10.000000	10.647296	10.500098	11.500549	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.051040	0.077797	10.000000	10.998634	10.000000	10.733248	10.499907	11.500266	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.051983	0.073700	10.000000	11.022028	10.000000	10.697923	10.500019	11.499505	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.037610	0.089283	10.000000	11.168604	10.000000	10.741519	10.500276	11.499678	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.040053	0.087083	10.000000	11.098711	10.000000	10.752915	10.499904	11.500736	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.041170	0.086953	10.000000	11.133101	10.000000	10.745264	10.499560	11.499379	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.066230	0.062043	10.000000	11.072257	10.000000	10.637155	10.500305	11.499212	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.042523	0.083933	10.000000	11.061452	10.000000	10.732040	10.500767	11.499406	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.041887	0.085040	10.000000	11.041555	10.000000	10.747792	10.499775	11.499425	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.043117	0.081987	10.000000	11.055044	10.000000	10.732520	10.499846	11.499905	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.034453	0.094123	10.000000	11.072878	10.000000	10.775105	10.499667	11.500503	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.045493	0.085220	10.000000	10.881351	10.000000	10.784907	10.499592	11.501137	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.037117	0.088973	10.000000	11.122021	10.000000	10.750653	10.499644	11.500053	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.054280	0.070743	10.000000	11.075211	10.000000	10.677703	10.500191	11.499319	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.046900	0.080947	10.000000	11.343909	10.000000	10.690978	10.499487	11.499180	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.036277	0.092013	10.000000	11.125042	10.000000	10.756205	10.500567	11.499217	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.052827	0.072057	10.000000	10.990492	10.000000	10.700115	10.499778	11.500092	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.035647	0.093237	10.000000	11.036728	10.000000	10.776592	10.499787	11.499620	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.057043	0.068547	10.000000	11.046015	10.000000	10.672337	10.499515	11.499761	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.041843	0.085723	10.000000	10.943848	10.000000	10.768838	10.500139	11.499916	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.059413	0.065470	10.000000	10.956743	10.000000	10.679597	10.499149	11.500096	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.038013	0.090970	10.000000	11.056937	10.000000	10.766280	10.499173	11.500504	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.046103	0.079163	10.000000	11.097596	10.000000	10.710707	10.500636	11.500459	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.059967	0.068663	10.000000	11.257026	10.000000	10.643319	10.500041	11.500482	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.045513	0.080283	10.000000	11.190511	10.000000	10.703558	10.500315	11.500019	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.041223	0.084873	10.000000	11.131122	10.000000	10.732290	10.500836	11.500762	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.039960	0.088303	10.000000	11.229971	10.000000	10.736354	10.500085	11.500258	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.064153	0.064057	10.000000	11.044382	10.000000	10.648248	10.499442	11.500288	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.039460	0.086553	10.000000	11.078922	10.000000	10.748797	10.499986	11.499575	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.038827	0.088323	10.000000	11.015570	10.000000	10.764471	10.499759	11.500040	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.051870	0.074100	10.000000	11.073741	10.000000	10.716517	10.500780	11.500523	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.047830	0.079047	10.000000	10.945545	10.000000	10.746676	10.499931	11.500406	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.040613	0.085123	10.000000	11.049796	10.000000	10.742506	10.499055	11.499763	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.039550	0.086680	10.000000	11.160910	10.000000	10.741904	10.499869	11.499775	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.058770	0.066990	10.000000	11.083156	10.000000	10.659345	10.499523	11.500113	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.046060	0.078180	10.000000	11.150566	10.000000	10.704175	10.500565	11.500569	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.045607	0.081120	10.000000	11.106676	10.000000	10.718807	10.499162	11.499982	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.042313	0.084743	10.000000	11.155775	10.000000	10.724065	10.499976	11.500026	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.041880	0.084977	10.000000	11.114822	10.000000	10.728406	10.500134	11.499731	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.057140	0.071997	10.000000	11.346035	10.000000	10.648477	10.499317	11.499432	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.045363	0.081157	10.000000	10.974300	10.000000	10.740348	10.500241	11.499665	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.047893	0.079040	10.000000	11.185449	10.000000	10.701842	10.499993	11.500967	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.041517	0.083620	10.000000	11.048823	10.000000	10.738318	10.500325	11.499970	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.046520	0.079033	10.000000	11.108250	10.000000	10.711694	10.500129	11.500265	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.053613	0.072980	10.000000	10.996383	10.000000	10.703290	10.500660	11.500324	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.044670	0.082590	10.000000	11.067735	10.000000	10.731686	10.500371	11.499646	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.057453	0.067553	10.000000	11.035655	10.000000	10.674313	10.499648	11.499771	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.056363	0.069183	10.000000	10.978389	10.000000	10.691616	10.500118	11.499738	2999
0.416667	0.600000	0.500000	0.416667	0.600000	1.500000	0.049800	0.075343	10.000000	11.133935	10.000000	10.705805	10.500617	11.500207	2999
