"","t1_t1","t1_t2","t2_t1","t2_t2","both_t1","both_t2"
"1","10.0000","10.2798","9.6477","NA","NA","NA"
"2","10.0000","10.2703","9.6456","NA","NA","NA"
"3","10.0000","10.2443","9.6418","NA","NA","NA"
"4","10.0000","10.2289","9.6513","NA","NA","NA"
"5","10.0000","10.2236","9.6512","NA","NA","NA"
