"","size","size_thr","par_size","patt","patt_thr","par_patt"
"1","10.0000","11.0298","10.1639","10.0000","11.1709","10.0681"
"2","10.0000","11.2489","10.0588","10.0000","11.2595","9.9868"
"3","10.0000","11.1682","10.0512","10.0000","11.1271","10.0141"
"4","10.0000","11.1632","10.1245","10.0000","11.0629","10.1530"
"5","10.0000","11.0777","10.0513","10.0000","11.1031","10.0177"
