"","t1_t1","t1_t2","t2_t1","t2_t2","both_t1","both_t2"
"1","NA","NA","NA","10.0000","10.2817","9.6463"
"2","NA","NA","NA","10.0000","10.2150","9.6606"
"3","NA","NA","NA","10.0000","10.3404","9.6480"
"4","NA","NA","NA","10.0000","10.2457","9.6678"
"5","NA","NA","NA","10.0000","10.2737","9.6520"
