mut_par_size	typ1_err	typ2_err	rej_rate	acp_rate	avg_size	avg_size_thr	avg_par_size	end_gen
0.250000	0.133797	0.771183	0.437033	0.481947	10.000000	10.489148	9.821296	2999
0.250000	0.084083	0.798080	0.435107	0.463710	10.000000	10.612005	9.679608	2999
0.250000	0.153637	0.724340	0.429767	0.463737	10.000000	10.449097	9.985000	2999
0.250000	0.094903	0.798123	0.435780	0.471560	10.000000	10.577551	9.721429	2999
0.250000	0.125697	0.779117	0.436910	0.480683	10.000000	10.504453	9.788766	2999
0.250000	0.114273	0.783693	0.436010	0.476200	10.000000	10.530759	9.849415	2999
0.250000	0.083723	0.798853	0.434820	0.465260	10.000000	10.616622	9.684502	2999
0.250000	0.097220	0.799277	0.436713	0.474433	10.000000	10.571816	9.809289	2999
0.250000	0.127013	0.768023	0.434533	0.474943	10.000000	10.501434	9.887136	2999
0.250000	0.108553	0.779197	0.433170	0.470080	10.000000	10.542961	9.915555	2999
0.250000	0.110473	0.766843	0.430930	0.462600	10.000000	10.536656	9.971759	2999
0.250000	0.107493	0.791097	0.436423	0.476483	10.000000	10.554641	9.766967	2999
0.250000	0.089223	0.795327	0.434420	0.466493	10.000000	10.617941	9.676952	2999
0.250000	0.121813	0.774350	0.436097	0.475263	10.000000	10.520507	9.891820	2999
0.250000	0.102000	0.796043	0.437393	0.475323	10.000000	10.566060	9.830941	2999
0.250000	0.110720	0.781890	0.434693	0.472167	10.000000	10.540539	9.891433	2999
0.250000	0.148807	0.717647	0.427303	0.455777	10.000000	10.456152	10.011969	2999
0.250000	0.118117	0.780970	0.436217	0.476597	10.000000	10.524437	9.845302	2999
0.250000	0.112127	0.765590	0.430487	0.463473	10.000000	10.539779	9.979588	2999
0.250000	0.148723	0.761453	0.437583	0.483327	10.000000	10.456762	9.807407	2999
0.250000	0.124407	0.772273	0.434937	0.475453	10.000000	10.509064	9.878352	2999
0.250000	0.107217	0.790050	0.435903	0.476397	10.000000	10.547394	9.850376	2999
0.250000	0.094453	0.800740	0.437090	0.473610	10.000000	10.580118	9.779374	2999
0.250000	0.126057	0.778287	0.437043	0.481003	10.000000	10.510331	9.788842	2999
0.250000	0.108417	0.789743	0.437027	0.475550	10.000000	10.545738	9.818452	2999
0.250000	0.120337	0.780733	0.436257	0.478533	10.000000	10.518043	9.827487	2999
0.250000	0.092897	0.799210	0.436023	0.470287	10.000000	10.585235	9.882949	2999
0.250000	0.106263	0.774597	0.431963	0.466333	10.000000	10.552738	9.620183	2999
0.250000	0.105357	0.747767	0.423833	0.447517	10.000000	10.550714	10.062166	2999
0.250000	0.132003	0.764047	0.434713	0.474853	10.000000	10.495081	9.894390	2999
0.250000	0.129593	0.743707	0.428497	0.461873	10.000000	10.492924	9.988157	2999
0.250000	0.112900	0.783647	0.436160	0.475063	10.000000	10.538609	9.872857	2999
0.250000	0.133600	0.714293	0.423530	0.444980	10.000000	10.486480	10.069683	2999
0.250000	0.130633	0.766303	0.435087	0.476260	10.000000	10.495120	9.887505	2999
0.250000	0.121900	0.776353	0.435953	0.477600	10.000000	10.513350	9.862725	2999
0.250000	0.126760	0.778770	0.436683	0.481730	10.000000	10.504027	9.732700	2999
0.250000	0.132393	0.752270	0.431660	0.468340	10.000000	10.491204	9.952057	2999
0.250000	0.155097	0.720387	0.430080	0.461300	10.000000	10.447754	9.990526	2999
0.250000	0.091110	0.801290	0.436307	0.470287	10.000000	10.588239	9.744474	2999
0.250000	0.096940	0.794270	0.436093	0.470123	10.000000	10.576769	9.717244	2999
0.250000	0.116733	0.785760	0.437217	0.477313	10.000000	10.529373	9.809234	2999
0.250000	0.110853	0.789097	0.438040	0.475507	10.000000	10.550038	9.828524	2999
0.250000	0.116240	0.776777	0.434653	0.475940	10.000000	10.522794	9.890722	2999
0.250000	0.112703	0.781203	0.435573	0.472647	10.000000	10.537744	9.883781	2999
0.250000	0.105100	0.794103	0.436403	0.475647	10.000000	10.567125	9.746068	2999
0.250000	0.112650	0.773140	0.432457	0.470083	10.000000	10.535748	9.630813	2999
0.250000	0.123190	0.781853	0.437283	0.482093	10.000000	10.513624	9.798373	2999
0.250000	0.091730	0.794100	0.435143	0.466190	10.000000	10.590801	9.681890	2999
0.250000	0.077183	0.797720	0.433363	0.457337	10.000000	10.645399	9.653895	2999
0.250000	0.138417	0.768477	0.436473	0.482950	10.000000	10.481581	9.820735	2999
0.250000	0.098397	0.798843	0.436850	0.474837	10.000000	10.570193	9.788208	2999
