"","size","size_thr","par_size","patt","patt_thr","par_patt"
"1","NA","NA","NA","10.0000","10.2873","9.6926"
"2","NA","NA","NA","10.0000","10.2849","9.6983"
"3","NA","NA","NA","10.0000","10.2913","9.6795"
"4","NA","NA","NA","10.0000","10.2844","9.7024"
"5","NA","NA","NA","10.0000","10.2859","9.6909"
