"","size","size_thr","par_size","patt","patt_thr","par_patt"
"1","10.0000","11.2709","10.1233","10.0000","11.1874","10.0961"
"2","10.0000","11.2380","10.0607","10.0000","11.3708","10.0032"
"3","10.0000","11.4542","9.9722","10.0000","11.1788","10.1227"
"4","10.0000","11.3902","10.0156","10.0000","11.2739","10.1061"
"5","10.0000","11.1944","10.1156","10.0000","11.2373","10.1358"
