sd_size	sd_par_size	min_size_dif	typ1_err	typ2_err	avg_size	avg_size_thr	avg_par_size	end_gen
0.416667	0.600000	1.500000	0.049830	0.084533	10.000000	10.674128	11.502486	2999
0.416667	0.600000	1.500000	0.039777	0.095977	10.000000	10.716507	11.502915	2999
0.416667	0.600000	1.500000	0.065903	0.070570	10.000000	10.615003	11.502582	2999
0.416667	0.600000	1.500000	0.037877	0.098520	10.000000	10.726035	11.502817	2999
0.416667	0.600000	1.500000	0.046297	0.087633	10.000000	10.685922	11.502627	2999
0.416667	0.600000	1.500000	0.031823	0.106587	10.000000	10.756610	11.503055	2999
0.416667	0.600000	1.500000	0.062860	0.071780	10.000000	10.624321	11.502392	2999
0.416667	0.600000	1.500000	0.055910	0.077650	10.000000	10.649536	11.502610	2999
0.416667	0.600000	1.500000	0.039953	0.094230	10.000000	10.714901	11.502748	2999
0.416667	0.600000	1.500000	0.055957	0.076537	10.000000	10.647293	11.502894	2999
0.416667	0.600000	1.500000	0.040160	0.094310	10.000000	10.712565	11.502555	2999
0.416667	0.600000	1.500000	0.047017	0.086683	10.000000	10.684943	11.502993	2999
0.416667	0.600000	1.500000	0.049620	0.083693	10.000000	10.674532	11.502543	2999
0.416667	0.600000	1.500000	0.051547	0.081510	10.000000	10.664227	11.502712	2999
0.416667	0.600000	1.500000	0.047490	0.086067	10.000000	10.682486	11.502860	2999
0.416667	0.600000	1.500000	0.049980	0.082920	10.000000	10.670703	11.502591	2999
0.416667	0.600000	1.500000	0.067603	0.067947	10.000000	10.608892	11.502601	2999
0.416667	0.600000	1.500000	0.046833	0.086360	10.000000	10.684260	11.502833	2999
0.416667	0.600000	1.500000	0.041880	0.093250	10.000000	10.704712	11.502492	2999
0.416667	0.600000	1.500000	0.055060	0.078767	10.000000	10.651359	11.502715	2999
0.416667	0.600000	1.500000	0.063787	0.073303	10.000000	10.625571	11.503042	2999
0.416667	0.600000	1.500000	0.063430	0.072080	10.000000	10.624655	11.502834	2999
0.416667	0.600000	1.500000	0.043297	0.090143	10.000000	10.700184	11.502773	2999
0.416667	0.600000	1.500000	0.052590	0.081653	10.000000	10.664480	11.502929	2999
0.416667	0.600000	1.500000	0.055120	0.077853	10.000000	10.652134	11.502621	2999
0.416667	0.600000	1.500000	0.048273	0.085907	10.000000	10.677935	11.502382	2999
0.416667	0.600000	1.500000	0.055223	0.078247	10.000000	10.651094	11.502599	2999
0.416667	0.600000	1.500000	0.047787	0.085430	10.000000	10.678514	11.502481	2999
0.416667	0.600000	1.500000	0.047460	0.085817	10.000000	10.682570	11.502579	2999
0.416667	0.600000	1.500000	0.060083	0.075403	10.000000	10.633728	11.502374	2999
0.416667	0.600000	1.500000	0.045513	0.087710	10.000000	10.689242	11.502513	2999
0.416667	0.600000	1.500000	0.044557	0.090270	10.000000	10.694672	11.502577	2999
0.416667	0.600000	1.500000	0.045973	0.087137	10.000000	10.686591	11.502822	2999
0.416667	0.600000	1.500000	0.052293	0.080947	10.000000	10.661221	11.502780	2999
0.416667	0.600000	1.500000	0.045923	0.087753	10.000000	10.687739	11.502610	2999
0.416667	0.600000	1.500000	0.049353	0.084370	10.000000	10.675466	11.502485	2999
0.416667	0.600000	1.500000	0.044583	0.088830	10.000000	10.694465	11.502577	2999
0.416667	0.600000	1.500000	0.037723	0.098243	10.000000	10.724671	11.502366	2999
0.416667	0.600000	1.500000	0.037670	0.098443	10.000000	10.725629	11.502720	2999
0.416667	0.600000	1.500000	0.057280	0.076417	10.000000	10.644099	11.502554	2999
0.416667	0.600000	1.500000	0.040247	0.094980	10.000000	10.711578	11.502239	2999
0.416667	0.600000	1.500000	0.048107	0.086150	10.000000	10.679969	11.502877	2999
0.416667	0.600000	1.500000	0.055323	0.078630	10.000000	10.650442	11.502401	2999
0.416667	0.600000	1.500000	0.048097	0.085477	10.000000	10.680776	11.503075	2999
0.416667	0.600000	1.500000	0.043587	0.090117	10.000000	10.698015	11.502956	2999
0.416667	0.600000	1.500000	0.043270	0.091537	10.000000	10.702102	11.502676	2999
0.416667	0.600000	1.500000	0.041190	0.095083	10.000000	10.709081	11.502509	2999
0.416667	0.600000	1.500000	0.050850	0.083023	10.000000	10.668403	11.502850	2999
0.416667	0.600000	1.500000	0.056813	0.077243	10.000000	10.644308	11.502467	2999
0.416667	0.600000	1.500000	0.055233	0.078123	10.000000	10.652479	11.502959	2999
0.416667	0.600000	1.500000	0.045210	0.088733	10.000000	10.691203	11.502674	2999
0.416667	0.600000	1.500000	0.039257	0.095420	10.000000	10.717044	11.502667	2999
0.416667	0.600000	1.500000	0.053653	0.078780	10.000000	10.655866	11.502785	2999
0.416667	0.600000	1.500000	0.040720	0.093463	10.000000	10.711132	11.502756	2999
0.416667	0.600000	1.500000	0.048680	0.084093	10.000000	10.676169	11.502659	2999
0.416667	0.600000	1.500000	0.041773	0.091743	10.000000	10.705488	11.502852	2999
0.416667	0.600000	1.500000	0.040237	0.094783	10.000000	10.713741	11.502383	2999
0.416667	0.600000	1.500000	0.067097	0.069003	10.000000	10.610997	11.502585	2999
0.416667	0.600000	1.500000	0.056693	0.076757	10.000000	10.645923	11.502433	2999
0.416667	0.600000	1.500000	0.063563	0.071443	10.000000	10.623117	11.502434	2999
0.416667	0.600000	1.500000	0.059207	0.075380	10.000000	10.637108	11.502670	2999
0.416667	0.600000	1.500000	0.062153	0.072563	10.000000	10.629759	11.502959	2999
0.416667	0.600000	1.500000	0.052167	0.082017	10.000000	10.662743	11.502869	2999
0.416667	0.600000	1.500000	0.043463	0.090347	10.000000	10.698953	11.502632	2999
0.416667	0.600000	1.500000	0.044683	0.088827	10.000000	10.693600	11.502303	2999
0.416667	0.600000	1.500000	0.040273	0.093777	10.000000	10.712496	11.502376	2999
0.416667	0.600000	1.500000	0.058180	0.075407	10.000000	10.639064	11.502805	2999
0.416667	0.600000	1.500000	0.060273	0.073973	10.000000	10.632972	11.502211	2999
0.416667	0.600000	1.500000	0.037453	0.100447	10.000000	10.730816	11.502650	2999
0.416667	0.600000	1.500000	0.049337	0.084970	10.000000	10.674367	11.503136	2999
0.416667	0.600000	1.500000	0.053543	0.078890	10.000000	10.656935	11.502899	2999
0.416667	0.600000	1.500000	0.048740	0.085770	10.000000	10.677048	11.502564	2999
0.416667	0.600000	1.500000	0.042600	0.091170	10.000000	10.702822	11.502527	2999
0.416667	0.600000	1.500000	0.044467	0.089440	10.000000	10.694673	11.502280	2999
0.416667	0.600000	1.500000	0.041157	0.092650	10.000000	10.707626	11.502427	2999
0.416667	0.600000	1.500000	0.069447	0.068177	10.000000	10.605806	11.502798	2999
0.416667	0.600000	1.500000	0.041890	0.093913	10.000000	10.705007	11.502955	2999
0.416667	0.600000	1.500000	0.044927	0.088407	10.000000	10.691922	11.502648	2999
0.416667	0.600000	1.500000	0.054490	0.078837	10.000000	10.655572	11.502395	2999
0.416667	0.600000	1.500000	0.047447	0.086483	10.000000	10.680575	11.502794	2999
0.416667	0.600000	1.500000	0.058060	0.075663	10.000000	10.641042	11.502575	2999
0.416667	0.600000	1.500000	0.044080	0.090083	10.000000	10.694406	11.502340	2999
0.416667	0.600000	1.500000	0.051350	0.081323	10.000000	10.666369	11.502891	2999
0.416667	0.600000	1.500000	0.044247	0.090017	10.000000	10.693953	11.502490	2999
0.416667	0.600000	2.000000	0.012240	0.039463	10.000000	10.944922	12.002528	2999
0.416667	0.600000	2.000000	0.022760	0.027520	10.000000	10.842561	12.002637	2999
0.416667	0.600000	2.000000	0.016120	0.032513	10.000000	10.897224	12.002682	2999
0.416667	0.600000	2.000000	0.024583	0.025227	10.000000	10.822835	12.002339	2999
0.416667	0.600000	2.000000	0.015530	0.033013	10.000000	10.900347	12.002704	2999
0.416667	0.600000	2.000000	0.024640	0.024403	10.000000	10.820732	12.002620	2999
0.416667	0.600000	2.000000	0.022377	0.026367	10.000000	10.838317	12.002668	2999
0.416667	0.600000	2.000000	0.020270	0.028193	10.000000	10.856127	12.002638	2999
0.416667	0.600000	2.000000	0.016267	0.033453	10.000000	10.893767	12.002716	2999
0.416667	0.600000	2.000000	0.015973	0.032843	10.000000	10.894423	12.002728	2999
0.416667	0.600000	2.000000	0.022417	0.026133	10.000000	10.837302	12.002743	2999
0.416667	0.600000	2.000000	0.024293	0.025117	10.000000	10.823835	12.002588	2999
0.416667	0.600000	2.000000	0.020127	0.028167	10.000000	10.853708	12.002473	2999
0.416667	0.600000	2.000000	0.015950	0.033030	10.000000	10.899905	12.002893	2999
0.416667	0.600000	2.000000	0.018163	0.030383	10.000000	10.872947	12.002437	2999
0.416667	0.600000	2.000000	0.019580	0.029710	10.000000	10.863108	12.002593	2999
0.416667	0.600000	2.000000	0.016763	0.032370	10.000000	10.889495	12.002762	2999
0.416667	0.600000	2.000000	0.025213	0.024617	10.000000	10.816474	12.002685	2999
0.416667	0.600000	2.000000	0.021673	0.027457	10.000000	10.844539	12.002565	2999
0.416667	0.600000	2.000000	0.019727	0.028937	10.000000	10.862768	12.002549	2999
0.416667	0.600000	2.000000	0.017767	0.030690	10.000000	10.877389	12.002808	2999
0.416667	0.600000	2.000000	0.029383	0.021650	10.000000	10.787087	12.002603	2999
0.416667	0.600000	2.000000	0.021007	0.028320	10.000000	10.851334	12.002695	2999
0.416667	0.600000	2.000000	0.019860	0.028927	10.000000	10.860784	12.002653	2999
0.416667	0.600000	2.000000	0.022053	0.026633	10.000000	10.839924	12.002714	2999
0.416667	0.600000	2.000000	0.023023	0.025670	10.000000	10.833238	12.002577	2999
0.416667	0.600000	2.000000	0.019603	0.028103	10.000000	10.859525	12.002753	2999
0.416667	0.600000	2.000000	0.024077	0.024910	10.000000	10.823862	12.002725	2999
0.416667	0.600000	2.000000	0.020657	0.027553	10.000000	10.851363	12.002838	2999
0.416667	0.600000	2.000000	0.021470	0.027337	10.000000	10.844711	12.002207	2999
0.416667	0.600000	2.000000	0.014723	0.035867	10.000000	10.913862	12.002637	2999
0.416667	0.600000	2.000000	0.016583	0.031967	10.000000	10.888770	12.002227	2999
0.416667	0.600000	2.000000	0.017967	0.031800	10.000000	10.881906	12.002515	2999
0.416667	0.600000	2.000000	0.023520	0.025687	10.000000	10.828846	12.002626	2999
0.416667	0.600000	2.000000	0.014687	0.034463	10.000000	10.911578	12.002662	2999
0.416667	0.600000	2.000000	0.021123	0.027180	10.000000	10.847125	12.002716	2999
0.416667	0.600000	2.000000	0.019553	0.028727	10.000000	10.863272	12.002484	2999
0.416667	0.600000	2.000000	0.017683	0.030520	10.000000	10.877637	12.002598	2999
0.416667	0.600000	2.000000	0.014077	0.035603	10.000000	10.917474	12.002750	2999
0.416667	0.600000	2.000000	0.024553	0.024950	10.000000	10.823723	12.002322	2999
0.416667	0.600000	2.000000	0.023240	0.026173	10.000000	10.831567	12.002474	2999
0.416667	0.600000	2.000000	0.017073	0.031367	10.000000	10.887257	12.002709	2999
0.416667	0.600000	2.000000	0.027353	0.022943	10.000000	10.802762	12.002867	2999
0.416667	0.600000	2.000000	0.022073	0.027993	10.000000	10.844403	12.002588	2999
0.416667	0.600000	2.000000	0.020570	0.028780	10.000000	10.853739	12.002551	2999
0.416667	0.600000	2.000000	0.016840	0.032120	10.000000	10.887212	12.003243	2999
0.416667	0.600000	2.000000	0.016940	0.031850	10.000000	10.884970	12.002389	2999
0.416667	0.600000	2.000000	0.014257	0.036360	10.000000	10.919214	12.002902	2999
0.416667	0.600000	2.000000	0.025603	0.023837	10.000000	10.814362	12.002588	2999
0.416667	0.600000	2.000000	0.022063	0.027280	10.000000	10.842444	12.002704	2999
0.416667	0.600000	2.000000	0.019573	0.029050	10.000000	10.864590	12.002969	2999
0.416667	0.600000	2.000000	0.021163	0.027193	10.000000	10.848661	12.002748	2999
0.416667	0.600000	2.000000	0.013207	0.036647	10.000000	10.928411	12.002849	2999
0.416667	0.600000	2.000000	0.016563	0.032870	10.000000	10.892304	12.002834	2999
0.416667	0.600000	2.000000	0.019660	0.028993	10.000000	10.862212	12.002801	2999
0.416667	0.600000	2.000000	0.022727	0.025747	10.000000	10.833290	12.002771	2999
0.416667	0.600000	2.000000	0.019670	0.028297	10.000000	10.862575	12.002486	2999
0.416667	0.600000	2.000000	0.014560	0.035613	10.000000	10.913063	12.002544	2999
0.416667	0.600000	2.000000	0.024683	0.025213	10.000000	10.822642	12.002824	2999
0.416667	0.600000	2.000000	0.019117	0.029650	10.000000	10.866866	12.002953	2999
0.416667	0.600000	2.000000	0.017183	0.031493	10.000000	10.885464	12.002874	2999
0.416667	0.600000	2.000000	0.019853	0.027987	10.000000	10.857238	12.002529	2999
0.416667	0.600000	2.000000	0.019440	0.029620	10.000000	10.861197	12.002323	2999
0.416667	0.600000	2.000000	0.011507	0.040470	10.000000	10.951092	12.002940	2999
0.416667	0.600000	2.000000	0.017907	0.030117	10.000000	10.876584	12.002659	2999
0.416667	0.600000	2.000000	0.020647	0.027987	10.000000	10.853546	12.002871	2999
0.416667	0.600000	2.000000	0.015213	0.034843	10.000000	10.904442	12.002358	2999
0.416667	0.600000	2.000000	0.025670	0.024850	10.000000	10.817628	12.002544	2999
0.416667	0.600000	2.000000	0.024753	0.024807	10.000000	10.821535	12.003047	2999
0.416667	0.600000	2.000000	0.028373	0.022990	10.000000	10.796266	12.002738	2999
0.416667	0.600000	2.000000	0.018280	0.030537	10.000000	10.872219	12.002378	2999
0.416667	0.600000	2.000000	0.020740	0.028620	10.000000	10.852464	12.002218	2999
0.416667	0.600000	2.000000	0.015313	0.034550	10.000000	10.904691	12.002420	2999
0.416667	0.600000	2.000000	0.018493	0.029540	10.000000	10.871765	12.002442	2999
0.416667	0.600000	2.000000	0.025470	0.024360	10.000000	10.816400	12.002908	2999
0.416667	0.600000	2.000000	0.024550	0.025093	10.000000	10.823257	12.002517	2999
0.416667	0.600000	2.000000	0.023193	0.026623	10.000000	10.835854	12.002610	2999
0.416667	0.600000	2.000000	0.021803	0.027263	10.000000	10.843602	12.002796	2999
0.416667	0.600000	2.000000	0.018497	0.029997	10.000000	10.870945	12.002550	2999
0.416667	0.600000	2.000000	0.022520	0.026777	10.000000	10.840440	12.002705	2999
0.416667	0.600000	2.000000	0.018153	0.030413	10.000000	10.875500	12.002591	2999
0.416667	0.600000	2.000000	0.013850	0.036533	10.000000	10.924135	12.002667	2999
0.416667	0.600000	2.000000	0.017560	0.031040	10.000000	10.881248	12.002346	2999
0.416667	0.600000	2.000000	0.016250	0.032787	10.000000	10.895695	12.002620	2999
0.416667	0.600000	2.000000	0.014423	0.034663	10.000000	10.912428	12.002472	2999
0.416667	0.600000	2.000000	0.018540	0.030913	10.000000	10.875056	12.002626	2999
0.416667	0.600000	2.000000	0.026920	0.023157	10.000000	10.805622	12.002433	2999
0.416667	0.600000	2.000000	0.017853	0.031367	10.000000	10.877939	12.002272	2999
0.416667	0.600000	2.000000	0.018940	0.030297	10.000000	10.869132	12.002615	2999
0.416667	0.600000	2.000000	0.022567	0.026770	10.000000	10.839463	12.002733	2999
0.416667	0.600000	2.000000	0.022613	0.026620	10.000000	10.835439	12.002666	2999
0.416667	0.600000	2.000000	0.020513	0.028343	10.000000	10.854269	12.002701	2999
0.416667	0.600000	2.000000	0.013167	0.037383	10.000000	10.929062	12.002650	2999
0.416667	0.600000	2.000000	0.018507	0.030580	10.000000	10.875871	12.003091	2999
0.416667	0.600000	2.000000	0.019717	0.028983	10.000000	10.860735	12.002600	2999
0.416667	0.600000	2.000000	0.022343	0.026600	10.000000	10.839997	12.002718	2999
0.416667	0.600000	2.000000	0.017953	0.031097	10.000000	10.879420	12.002664	2999
0.416667	0.600000	2.000000	0.021767	0.027067	10.000000	10.842494	12.002631	2999
0.416667	0.600000	2.000000	0.023110	0.026403	10.000000	10.833986	12.002775	2999
0.416667	0.600000	2.000000	0.021043	0.027760	10.000000	10.849307	12.002861	2999
