"","t1_t1","t1_t2","t2_t1","t2_t2","both_t1","both_t2"
"1","NA","NA","NA","10.0000","10.5400","9.8130"
"2","NA","NA","NA","10.0000","10.5343","9.8413"
"3","NA","NA","NA","10.0000","10.5466","9.8265"
"4","NA","NA","NA","10.0000","10.5361","9.8429"
"5","NA","NA","NA","10.0000","10.5337","9.8345"
