"","t1_t1","t1_t2","t2_t1","t2_t2","both_t1","both_t2"
"1","0.11555","0.77552","0.11398","0.77554","0.07352","0.39249"
"2","0.11726","0.76845","0.11492","0.77294","0.07933","0.43760"
"3","0.11583","0.77300","0.11171","0.77505","0.07554","0.42156"
"4","0.11395","0.77263","0.11542","0.77049","0.07730","0.38348"
"5","0.11864","0.77127","0.11599","0.77387","0.07791","0.38357"
