"","size","size_thr","par_size","patt","patt_thr","par_patt"
"1","10.0000","11.3170","10.2149","10.0000","11.4067","10.1149"
"2","10.0000","11.3267","10.0736","10.0000","11.3647","10.0435"
"3","10.0000","11.3391","10.0841","10.0000","11.4741","10.0439"
"4","10.0000","11.2756","10.1454","10.0000","11.4363","10.2738"
"5","10.0000","11.4766","10.0374","10.0000","11.3381","10.1907"
