mut_par_patt	typ1_err	typ2_err	avg_patt	avg_patt_thr	avg_par_patt	end_gen
0.250000	0.099620	0.679017	10.000000	10.222225	9.648097	2999
0.250000	0.048143	0.717413	10.000000	10.419856	9.493523	2999
0.250000	0.097653	0.678407	10.000000	10.230443	9.560021	2999
0.250000	0.130250	0.648640	10.000000	10.151168	9.632169	2999
0.250000	0.137950	0.626553	10.000000	10.153176	9.778030	2999
0.250000	0.154970	0.616417	10.000000	10.113802	9.731068	2999
0.250000	0.126470	0.640510	10.000000	10.172775	9.766340	2999
0.250000	0.108390	0.670157	10.000000	10.201044	9.593321	2999
0.250000	0.172063	0.538450	10.000000	10.148648	10.009327	2999
0.250000	0.140427	0.606497	10.000000	10.165083	9.870696	2999
0.250000	0.074683	0.693457	10.000000	10.308523	9.498169	2999
0.250000	0.084957	0.686537	10.000000	10.271884	9.520807	2999
0.250000	0.150463	0.615600	10.000000	10.128225	9.771661	2999
0.250000	0.104360	0.660840	10.000000	10.224210	9.800080	2999
0.250000	0.082647	0.696313	10.000000	10.276255	9.587405	2999
0.250000	0.162203	0.584637	10.000000	10.128891	9.874318	2999
0.250000	0.003300	0.719637	10.000000	11.650562	9.381428	2999
0.250000	0.110373	0.667483	10.000000	10.197304	9.635108	2999
0.250000	0.087050	0.689910	10.000000	10.257750	9.585656	2999
0.250000	0.106237	0.671660	10.000000	10.205629	9.621998	2999
0.250000	0.003193	0.727923	10.000000	12.257780	9.392520	2999
0.250000	0.099633	0.677340	10.000000	10.219742	9.654129	2999
0.250000	0.062480	0.717743	10.000000	10.338771	9.580259	2999
0.250000	0.094193	0.683250	10.000000	10.237223	9.601181	2999
0.250000	0.049040	0.715887	10.000000	10.415476	9.492698	2999
0.250000	0.095937	0.681583	10.000000	10.231277	9.593018	2999
0.250000	0.053023	0.713033	10.000000	10.398411	9.496176	2999
0.250000	0.106223	0.672237	10.000000	10.203107	9.611501	2999
0.250000	0.109403	0.668480	10.000000	10.195963	9.611077	2999
0.250000	0.063350	0.710217	10.000000	10.344988	9.526500	2999
0.250000	0.062823	0.711030	10.000000	10.342906	9.534112	2999
0.250000	0.083723	0.691273	10.000000	10.270766	9.553909	2999
0.250000	0.159527	0.614930	10.000000	10.102801	9.709771	2999
0.250000	0.091260	0.686763	10.000000	10.246647	9.582149	2999
0.250000	0.094700	0.684090	10.000000	10.235858	9.674547	2999
0.250000	0.053177	0.718123	10.000000	10.385749	9.518986	2999
0.250000	0.096333	0.679197	10.000000	10.231001	9.557444	2999
0.250000	0.150097	0.616580	10.000000	10.126904	9.763250	2999
0.250000	0.141207	0.620057	10.000000	10.149171	9.792882	2999
0.250000	0.108733	0.666130	10.000000	10.203107	9.698430	2999
0.250000	0.111170	0.663090	10.000000	10.198004	9.707361	2999
0.250000	0.172167	0.583510	10.000000	10.102974	9.834629	2999
0.250000	0.112553	0.659537	10.000000	10.196302	9.728124	2999
0.250000	0.175157	0.573230	10.000000	10.107623	9.868510	2999
0.250000	0.107710	0.671027	10.000000	10.201512	9.618805	2999
0.250000	0.120997	0.657110	10.000000	10.171733	9.588778	2999
0.250000	0.141730	0.630560	10.000000	10.134633	9.708912	2999
0.250000	0.148510	0.620270	10.000000	10.128209	9.745855	2999
0.250000	0.098997	0.680040	10.000000	10.225704	9.639641	2999
0.250000	0.117443	0.660347	10.000000	10.179501	9.645329	2999
0.250000	0.111250	0.661697	10.000000	10.197941	9.715370	2999
0.250000	0.052327	0.709297	10.000000	10.403977	9.477937	2999
0.250000	0.089990	0.688110	10.000000	10.247106	9.663378	2999
0.250000	0.140043	0.622463	10.000000	10.153391	9.798983	2999
0.250000	0.100843	0.676203	10.000000	10.219343	9.589394	2999
0.250000	0.109827	0.665870	10.000000	10.199291	9.543310	2999
0.250000	0.120193	0.656343	10.000000	10.173522	9.679692	2999
0.250000	0.125003	0.649910	10.000000	10.176139	9.713258	2999
0.250000	0.150263	0.543603	10.000000	10.197204	10.066053	2999
0.250000	0.203727	0.556917	10.000000	10.056089	9.822039	2999
0.250000	0.050970	0.708830	10.000000	10.413302	9.469664	2999
0.250000	0.135473	0.642733	10.000000	10.139852	9.622981	2999
0.250000	0.135647	0.635353	10.000000	10.149139	9.729458	2999
0.250000	0.108397	0.669810	10.000000	10.200069	9.587838	2999
0.250000	0.106867	0.667863	10.000000	10.207460	9.702886	2999
0.250000	0.152510	0.621010	10.000000	10.114685	9.714535	2999
0.250000	0.132670	0.629047	10.000000	10.164612	9.798698	2999
0.250000	0.092607	0.686003	10.000000	10.241994	9.648930	2999
0.250000	0.118073	0.660270	10.000000	10.178130	9.636548	2999
0.250000	0.121397	0.652910	10.000000	10.176264	9.686471	2999
0.250000	0.135943	0.638097	10.000000	10.143760	9.689094	2999
0.250000	0.123743	0.651957	10.000000	10.167542	9.664151	2999
0.250000	0.062363	0.712827	10.000000	10.346397	9.543328	2999
0.250000	0.099487	0.679553	10.000000	10.224147	9.659659	2999
0.250000	0.120647	0.655703	10.000000	10.172645	9.658428	2999
0.250000	0.075713	0.692203	10.000000	10.325046	9.493663	2999
0.250000	0.170577	0.560897	10.000000	10.130966	9.936838	2999
0.250000	0.109443	0.663847	10.000000	10.203710	9.720588	2999
0.250000	0.106360	0.671740	10.000000	10.205251	9.620878	2999
0.250000	0.159420	0.594893	10.000000	10.125771	9.837441	2999
0.250000	0.003077	0.731137	10.000000	12.430200	9.398654	2999
