mut_par_patt	typ1_err	typ2_err	avg_patt	avg_patt_thr	avg_par_patt	end_gen
0.250000	0.116547	0.661830	10.000000	10.183853	9.566252	2999
0.250000	0.099750	0.677620	10.000000	10.221662	9.562689	2999
0.250000	0.071350	0.701183	10.000000	10.316340	9.526020	2999
0.250000	0.091447	0.682533	10.000000	10.248680	9.534144	2999
0.250000	0.128597	0.649570	10.000000	10.156655	9.626950	2999
0.250000	0.099640	0.677937	10.000000	10.222821	9.660785	2999
0.250000	0.093737	0.681810	10.000000	10.241691	9.561298	2999
0.250000	0.124633	0.653623	10.000000	10.163923	9.611869	2999
0.250000	0.126170	0.646263	10.000000	10.168779	9.730114	2999
0.250000	0.088113	0.688943	10.000000	10.255828	9.585664	2999
0.250000	0.110150	0.667080	10.000000	10.195799	9.641250	2999
0.250000	0.125227	0.651237	10.000000	10.163248	9.662749	2999
0.250000	0.053423	0.707823	10.000000	10.398644	9.472696	2999
0.250000	0.108410	0.668527	10.000000	10.201908	9.684194	2999
0.250000	0.125020	0.634497	10.000000	10.181838	9.818294	2999
0.250000	0.099023	0.678187	10.000000	10.223918	9.577297	2999
0.250000	0.127280	0.642817	10.000000	10.166287	9.735756	2999
0.250000	0.125753	0.649967	10.000000	10.164665	9.688451	2999
0.250000	0.123300	0.653453	10.000000	10.169325	9.669849	2999
0.250000	0.113557	0.662447	10.000000	10.189056	9.668779	2999
0.250000	0.104723	0.672533	10.000000	10.209390	9.647421	2999
0.250000	0.145537	0.607717	10.000000	10.150243	9.841548	2999
0.250000	0.147463	0.622303	10.000000	10.128302	9.736416	2999
0.250000	0.121393	0.658003	10.000000	10.169366	9.620245	2999
0.250000	0.105843	0.669543	10.000000	10.210408	9.559569	2999
0.250000	0.127673	0.650510	10.000000	10.156675	9.618596	2999
0.250000	0.120537	0.658207	10.000000	10.172372	9.613935	2999
0.250000	0.113410	0.662737	10.000000	10.194762	9.548564	2999
0.250000	0.130103	0.638273	10.000000	10.162712	9.753281	2999
0.250000	0.030510	0.718237	10.000000	10.547647	9.437200	2999
0.250000	0.103833	0.669117	10.000000	10.215686	9.736579	2999
0.250000	0.030987	0.723277	10.000000	10.535181	9.450941	2999
0.250000	0.126890	0.648827	10.000000	10.162693	9.699276	2999
0.250000	0.058410	0.719017	10.000000	10.360184	9.557897	2999
0.250000	0.124490	0.653337	10.000000	10.164001	9.630174	2999
0.250000	0.119350	0.655933	10.000000	10.178791	9.691710	2999
0.250000	0.167040	0.609863	10.000000	10.087772	9.688980	2999
0.250000	0.088420	0.690007	10.000000	10.254298	9.596795	2999
0.250000	0.125517	0.653270	10.000000	10.162658	9.627371	2999
0.250000	0.158693	0.607920	10.000000	10.112938	9.762885	2999
0.250000	0.148150	0.530043	10.000000	10.213777	10.116202	2999
0.250000	0.168937	0.586153	10.000000	10.108989	9.836702	2999
0.250000	0.103347	0.673070	10.000000	10.214232	9.564712	2999
0.250000	0.070043	0.699273	10.000000	10.321619	9.509219	2999
0.250000	0.082903	0.694567	10.000000	10.270435	9.580520	2999
0.250000	0.108273	0.667803	10.000000	10.204764	9.558093	2999
0.250000	0.111200	0.663253	10.000000	10.198703	9.730471	2999
0.250000	0.131340	0.628987	10.000000	10.169695	9.806480	2999
0.250000	0.141173	0.634310	10.000000	10.135301	9.681565	2999
0.250000	0.123677	0.654783	10.000000	10.162470	9.628167	2999
0.250000	0.096747	0.677917	10.000000	10.231969	9.538355	2999
0.250000	0.111460	0.666510	10.000000	10.193116	9.624327	2999
0.250000	0.079687	0.696690	10.000000	10.281311	9.559937	2999
0.250000	0.109423	0.667197	10.000000	10.197257	9.678660	2999
0.250000	0.080863	0.691067	10.000000	10.285468	9.528802	2999
0.250000	0.085497	0.690773	10.000000	10.265891	9.559672	2999
0.250000	0.138433	0.638583	10.000000	10.138223	9.669574	2999
0.250000	0.134490	0.643333	10.000000	10.143505	9.638442	2999
0.250000	0.182413	0.576073	10.000000	10.085899	9.817183	2999
0.250000	0.146943	0.621933	10.000000	10.130131	9.744141	2999
0.250000	0.091207	0.684770	10.000000	10.249191	9.564712	2999
0.250000	0.105090	0.673493	10.000000	10.207470	9.639680	2999
0.250000	0.152637	0.586903	10.000000	10.151954	9.905731	2999
0.250000	0.113833	0.648217	10.000000	10.205251	9.806541	2999
0.250000	0.127350	0.645057	10.000000	10.163703	9.724297	2999
0.250000	0.093957	0.679853	10.000000	10.240270	9.552218	2999
0.250000	0.145747	0.562657	10.000000	10.192592	10.021714	2999
0.250000	0.095563	0.680407	10.000000	10.234955	9.681630	2999
0.250000	0.036460	0.718470	10.000000	10.510231	9.457910	2999
0.250000	0.004730	0.715773	10.000000	11.090745	9.376822	2999
0.250000	0.136000	0.636197	10.000000	10.148737	9.716661	2999
0.250000	0.119113	0.656720	10.000000	10.177419	9.679660	2999
0.250000	0.121827	0.648640	10.000000	10.178191	9.733003	2999
0.250000	0.073900	0.704167	10.000000	10.300080	9.588163	2999
0.250000	0.159057	0.610910	10.000000	10.108365	9.744858	2999
0.250000	0.089260	0.689380	10.000000	10.248644	9.618371	2999
0.250000	0.168310	0.561237	10.000000	10.135193	9.942463	2999
0.250000	0.117837	0.659760	10.000000	10.178478	9.593958	2999
0.250000	0.105553	0.669103	10.000000	10.210386	9.700880	2999
0.250000	0.125380	0.651570	10.000000	10.161874	9.652179	2999
0.250000	0.119960	0.652637	10.000000	10.180801	9.710822	2999
0.250000	0.129210	0.642310	10.000000	10.160433	9.720729	2999
0.250000	0.047570	0.729170	10.000000	10.414816	9.538226	2999
0.250000	0.097653	0.680720	10.000000	10.227633	9.606720	2999
0.250000	0.077260	0.691800	10.000000	10.299845	9.503681	2999
0.250000	0.115240	0.659507	10.000000	10.187243	9.694407	2999
0.250000	0.130897	0.645990	10.000000	10.154566	9.685116	2999
0.250000	0.122663	0.655613	10.000000	10.167226	9.621762	2999
0.250000	0.098743	0.679110	10.000000	10.225376	9.641944	2999
0.250000	0.016600	0.735063	10.000000	10.691540	9.445253	2999
0.250000	0.137657	0.617983	10.000000	10.161578	9.829476	2999
0.250000	0.116577	0.661410	10.000000	10.181537	9.647939	2999
0.250000	0.099953	0.678533	10.000000	10.222105	9.595963	2999
0.250000	0.050267	0.713697	10.000000	10.416915	9.480592	2999
0.250000	0.135817	0.637387	10.000000	10.147150	9.714303	2999
0.250000	0.094983	0.682390	10.000000	10.238409	9.571441	2999
0.250000	0.046420	0.719017	10.000000	10.425332	9.494098	2999
0.250000	0.129527	0.650053	10.000000	10.154905	9.612559	2999
0.250000	0.106240	0.671970	10.000000	10.205332	9.579562	2999
0.250000	0.114113	0.650763	10.000000	10.200862	9.788155	2999
0.250000	0.056990	0.715733	10.000000	10.368803	9.532801	2999
0.250000	0.070720	0.703817	10.000000	10.315648	9.543548	2999
0.250000	0.071397	0.706830	10.000000	10.307980	9.583629	2999
0.250000	0.007293	0.742243	10.000000	10.910848	9.433118	2999
0.250000	0.105990	0.669027	10.000000	10.207218	9.700936	2999
0.250000	0.097743	0.679113	10.000000	10.228279	9.668428	2999
0.250000	0.121767	0.655607	10.000000	10.171686	9.664318	2999
0.250000	0.140167	0.631127	10.000000	10.138640	9.731611	2999
0.250000	0.127183	0.633427	10.000000	10.179683	9.814783	2999
0.250000	0.134483	0.637003	10.000000	10.151548	9.729490	2999
0.250000	0.109287	0.669083	10.000000	10.198977	9.633427	2999
0.250000	0.097667	0.678090	10.000000	10.229962	9.560603	2999
0.250000	0.127723	0.643877	10.000000	10.163295	9.724437	2999
0.250000	0.137903	0.634690	10.000000	10.144959	9.727972	2999
0.250000	0.092047	0.685003	10.000000	10.241834	9.603153	2999
0.250000	0.104293	0.672190	10.000000	10.212929	9.557687	2999
0.250000	0.122120	0.656223	10.000000	10.169020	9.649267	2999
0.250000	0.153450	0.619673	10.000000	10.115359	9.718866	2999
0.250000	0.113633	0.663903	10.000000	10.189224	9.567720	2999
0.250000	0.127630	0.649130	10.000000	10.158890	9.677443	2999
0.250000	0.140063	0.638013	10.000000	10.133862	9.654652	2999
0.250000	0.133907	0.621387	10.000000	10.167635	9.829516	2999
0.250000	0.111700	0.664820	10.000000	10.193844	9.672012	2999
0.250000	0.022293	0.734547	10.000000	10.610733	9.457376	2999
0.250000	0.099057	0.675463	10.000000	10.229393	9.533083	2999
0.250000	0.150327	0.616130	10.000000	10.125720	9.766179	2999
0.250000	0.003257	0.706563	10.000000	16.003779	9.357256	2999
0.250000	0.092123	0.683040	10.000000	10.244803	9.548427	2999
0.250000	0.112230	0.665970	10.000000	10.191696	9.644229	2999
0.250000	0.159980	0.578050	10.000000	10.138837	9.904901	2999
0.250000	0.070360	0.705580	10.000000	10.314003	9.551548	2999
0.250000	0.123530	0.650417	10.000000	10.170107	9.698119	2999
0.250000	0.123327	0.641650	10.000000	10.179988	9.775052	2999
0.250000	0.128337	0.648173	10.000000	10.158312	9.652599	2999
0.250000	0.106520	0.664977	10.000000	10.211996	9.744542	2999
0.250000	0.174897	0.592550	10.000000	10.087045	9.770039	2999
0.250000	0.141190	0.619877	10.000000	10.149568	9.797004	2999
0.250000	0.109507	0.664143	10.000000	10.201118	9.718868	2999
0.250000	0.124557	0.649740	10.000000	10.165828	9.682756	2999
0.250000	0.144253	0.572020	10.000000	10.187729	9.989901	2999
0.250000	0.075940	0.700677	10.000000	10.292949	9.575161	2999
0.250000	0.136063	0.638387	10.000000	10.145428	9.702267	2999
0.250000	0.020427	0.731353	10.000000	10.665787	9.444538	2999
0.250000	0.142157	0.633390	10.000000	10.131835	9.689133	2999
0.250000	0.089653	0.688607	10.000000	10.248137	9.647173	2999
0.250000	0.128147	0.651150	10.000000	10.156708	9.642628	2999
0.250000	0.154560	0.605723	10.000000	10.127693	9.799788	2999
0.250000	0.152803	0.601007	10.000000	10.137623	9.839713	2999
0.250000	0.097750	0.680950	10.000000	10.226951	9.609357	2999
0.250000	0.154287	0.617963	10.000000	10.114432	9.727071	2999
0.250000	0.150740	0.576793	10.000000	10.166850	9.952577	2999
0.250000	0.081843	0.696070	10.000000	10.275884	9.576517	2999
0.250000	0.117190	0.659607	10.000000	10.180594	9.627256	2999
0.250000	0.122113	0.643900	10.000000	10.182226	9.780507	2999
0.250000	0.153670	0.626780	10.000000	10.108542	9.643379	2999
0.250000	0.110503	0.667673	10.000000	10.194685	9.593733	2999
0.250000	0.069733	0.700880	10.000000	10.320034	9.525340	2999
0.250000	0.120273	0.652250	10.000000	10.178413	9.705325	2999
0.250000	0.117797	0.655287	10.000000	10.185042	9.722175	2999
0.250000	0.112777	0.666107	10.000000	10.190481	9.612768	2999
0.250000	0.003640	0.673440	10.000000	14.088196	9.299252	2999
0.250000	0.111280	0.666827	10.000000	10.194449	9.589874	2999
0.250000	0.087997	0.687687	10.000000	10.255748	9.581592	2999
0.250000	0.114793	0.661390	10.000000	10.185799	9.663063	2999
0.250000	0.059683	0.703217	10.000000	10.371860	9.479497	2999
0.250000	0.089833	0.687287	10.000000	10.248406	9.607938	2999
0.250000	0.129260	0.648737	10.000000	10.153623	9.650739	2999
0.250000	0.118867	0.657087	10.000000	10.176648	9.675506	2999
0.250000	0.003387	0.692427	10.000000	12.261582	9.332330	2999
0.250000	0.139037	0.632030	10.000000	10.142269	9.729397	2999
0.250000	0.106333	0.670357	10.000000	10.205210	9.675050	2999
0.250000	0.103533	0.670823	10.000000	10.215010	9.708214	2999
0.250000	0.145150	0.610457	10.000000	10.148536	9.830779	2999
0.250000	0.111730	0.664550	10.000000	10.197362	9.547993	2999
0.250000	0.129430	0.644547	10.000000	10.160161	9.696045	2999
0.250000	0.104760	0.670763	10.000000	10.213914	9.688764	2999
0.250000	0.074120	0.701520	10.000000	10.302477	9.558346	2999
0.250000	0.090303	0.681007	10.000000	10.255772	9.518561	2999
0.250000	0.139167	0.630753	10.000000	10.152962	9.761026	2999
0.250000	0.131510	0.645200	10.000000	10.152324	9.676415	2999
0.250000	0.126937	0.638947	10.000000	10.173034	9.774524	2999
0.250000	0.115477	0.659473	10.000000	10.187701	9.702779	2999
0.250000	0.121463	0.655080	10.000000	10.172462	9.688996	2999
0.250000	0.102547	0.674870	10.000000	10.216100	9.572630	2999
0.250000	0.059463	0.714523	10.000000	10.357394	9.535610	2999
0.250000	0.120163	0.649027	10.000000	10.183555	9.743768	2999
0.250000	0.014317	0.728010	10.000000	10.751670	9.422704	2999
0.250000	0.091350	0.685113	10.000000	10.247424	9.574525	2999
0.250000	0.107227	0.667473	10.000000	10.204894	9.701438	2999
0.250000	0.116470	0.660893	10.000000	10.179489	9.625633	2999
0.250000	0.118720	0.660463	10.000000	10.175411	9.565144	2999
0.250000	0.092077	0.686507	10.000000	10.243224	9.594421	2999
0.250000	0.150740	0.625750	10.000000	10.115145	9.680204	2999
0.250000	0.135827	0.635773	10.000000	10.148632	9.726745	2999
0.250000	0.112463	0.654390	10.000000	10.204624	9.778133	2999
0.250000	0.107497	0.662680	10.000000	10.210354	9.753680	2999
0.250000	0.085477	0.693513	10.000000	10.261569	9.617317	2999
0.250000	0.129283	0.644663	10.000000	10.156721	9.685084	2999
0.250000	0.159217	0.608510	10.000000	10.112304	9.757907	2999
0.250000	0.100710	0.677527	10.000000	10.222236	9.632760	2999
0.250000	0.124093	0.654150	10.000000	10.164981	9.618867	2999
0.250000	0.128123	0.634790	10.000000	10.172337	9.793852	2999
0.250000	0.153220	0.622123	10.000000	10.113991	9.704991	2999
0.250000	0.118543	0.655963	10.000000	10.182274	9.712796	2999
0.250000	0.058050	0.715560	10.000000	10.363144	9.528018	2999
0.250000	0.109797	0.665797	10.000000	10.198707	9.693301	2999
0.250000	0.154047	0.624317	10.000000	10.108198	9.670343	2999
0.250000	0.161733	0.590620	10.000000	10.123720	9.846012	2999
0.250000	0.130077	0.636390	10.000000	10.168968	9.776469	2999
0.250000	0.080517	0.694850	10.000000	10.281322	9.557609	2999
0.250000	0.093233	0.685460	10.000000	10.237153	9.607066	2999
0.250000	0.078590	0.700337	10.000000	10.281096	9.629853	2999
0.250000	0.116687	0.660140	10.000000	10.182225	9.636297	2999
0.250000	0.115363	0.663743	10.000000	10.184518	9.650633	2999
0.250000	0.097560	0.681817	10.000000	10.227863	9.611591	2999
0.250000	0.142827	0.625523	10.000000	10.138897	9.747099	2999
0.250000	0.146883	0.587553	10.000000	10.166315	9.925154	2999
0.250000	0.112907	0.652287	10.000000	10.204220	9.786077	2999
0.250000	0.140643	0.630107	10.000000	10.140951	9.737927	2999
0.250000	0.078697	0.699550	10.000000	10.282701	9.607893	2999
0.250000	0.149170	0.626660	10.000000	10.120322	9.686563	2999
0.250000	0.092593	0.685590	10.000000	10.240740	9.658416	2999
0.250000	0.082467	0.694973	10.000000	10.271156	9.582661	2999
0.250000	0.075950	0.702423	10.000000	10.292629	9.586811	2999
0.250000	0.136297	0.638850	10.000000	10.144017	9.689921	2999
0.250000	0.092033	0.685560	10.000000	10.243827	9.678720	2999
0.250000	0.141467	0.620147	10.000000	10.147600	9.799560	2999
0.250000	0.163593	0.598963	10.000000	10.110429	9.787098	2999
0.250000	0.119390	0.647190	10.000000	10.187481	9.770852	2999
0.250000	0.125520	0.645700	10.000000	10.170197	9.733785	2999
0.250000	0.136887	0.638163	10.000000	10.142805	9.695118	2999
0.250000	0.103313	0.673660	10.000000	10.214247	9.671798	2999
0.250000	0.003170	0.716293	10.000000	13.327831	9.374162	2999
0.250000	0.030157	0.707727	10.000000	10.556622	9.408817	2999
0.250000	0.114770	0.661970	10.000000	10.185378	9.661344	2999
0.250000	0.197953	0.462830	10.000000	10.152281	10.160023	2999
0.250000	0.152970	0.615077	10.000000	10.121387	9.755632	2999
0.250000	0.061537	0.703583	10.000000	10.360698	9.493875	2999
0.250000	0.081680	0.695847	10.000000	10.276665	9.577871	2999
0.250000	0.130847	0.647020	10.000000	10.150735	9.644059	2999
0.250000	0.117440	0.658880	10.000000	10.180042	9.659553	2999
0.250000	0.136587	0.643503	10.000000	10.139206	9.629726	2999
0.250000	0.143337	0.623790	10.000000	10.139936	9.759104	2999
0.250000	0.123667	0.639273	10.000000	10.182626	9.799991	2999
0.250000	0.105813	0.667053	10.000000	10.210273	9.714381	2999
0.250000	0.135417	0.624217	10.000000	10.161763	9.808319	2999
0.250000	0.084307	0.687637	10.000000	10.282361	9.527337	2999
0.250000	0.121763	0.649497	10.000000	10.175789	9.721952	2999
0.250000	0.119023	0.659747	10.000000	10.173969	9.620410	2999
0.250000	0.158353	0.592680	10.000000	10.130130	9.854939	2999
0.250000	0.059213	0.712313	10.000000	10.362987	9.524260	2999
0.250000	0.066647	0.700247	10.000000	10.347088	9.493459	2999
0.250000	0.123223	0.649860	10.000000	10.171392	9.706252	2999
0.250000	0.090263	0.685183	10.000000	10.249870	9.569961	2999
0.250000	0.106703	0.670143	10.000000	10.206731	9.668362	2999
0.250000	0.165940	0.600457	10.000000	10.102796	9.776788	2999
0.250000	0.108567	0.669777	10.000000	10.201419	9.656125	2999
0.250000	0.148447	0.586087	10.000000	10.162661	9.921885	2999
0.250000	0.085040	0.693937	10.000000	10.262399	9.602129	2999
0.250000	0.150977	0.620000	10.000000	10.122574	9.740278	2999
0.250000	0.104757	0.665913	10.000000	10.215136	9.742248	2999
0.250000	0.128430	0.648037	10.000000	10.155553	9.650585	2999
0.250000	0.087980	0.687280	10.000000	10.256520	9.713948	2999
0.250000	0.142153	0.627393	10.000000	10.137782	9.744249	2999
0.250000	0.066267	0.709293	10.000000	10.329000	9.545418	2999
0.250000	0.129753	0.641827	10.000000	10.161473	9.728368	2999
0.250000	0.119567	0.651067	10.000000	10.183481	9.739591	2999
0.250000	0.090710	0.684247	10.000000	10.249553	9.553492	2999
0.250000	0.027663	0.727650	10.000000	10.649881	9.453868	2999
0.250000	0.128020	0.648060	10.000000	10.157084	9.655101	2999
0.250000	0.101127	0.676843	10.000000	10.219446	9.587351	2999
0.250000	0.162770	0.590097	10.000000	10.120994	9.841122	2999
0.250000	0.079817	0.693457	10.000000	10.287620	9.527974	2999
0.250000	0.092350	0.684377	10.000000	10.242914	9.583194	2999
0.250000	0.130940	0.647133	10.000000	10.151006	9.642390	2999
0.250000	0.108567	0.669220	10.000000	10.198289	9.630808	2999
0.250000	0.107060	0.672000	10.000000	10.202223	9.637019	2999
0.250000	0.090810	0.687047	10.000000	10.246883	9.642977	2999
0.250000	0.109723	0.668770	10.000000	10.197176	9.595751	2999
0.250000	0.058533	0.714333	10.000000	10.363354	9.525818	2999
0.250000	0.115107	0.660750	10.000000	10.188271	9.665435	2999
0.250000	0.136270	0.637513	10.000000	10.144157	9.693535	2999
0.250000	0.119807	0.655340	10.000000	10.180357	9.698275	2999
0.250000	0.156950	0.608213	10.000000	10.117378	9.775174	2999
0.250000	0.074337	0.703647	10.000000	10.299364	9.580475	2999
0.250000	0.082393	0.690320	10.000000	10.277935	9.532569	2999
0.250000	0.110693	0.668493	10.000000	10.195703	9.615623	2999
0.250000	0.097030	0.680960	10.000000	10.228729	9.620836	2999
0.250000	0.077620	0.693443	10.000000	10.295238	9.524818	2999
0.250000	0.110570	0.667290	10.000000	10.194618	9.598316	2999
0.250000	0.092357	0.686540	10.000000	10.239921	9.644472	2999
0.250000	0.069293	0.705343	10.000000	10.319024	9.544747	2999
0.250000	0.091563	0.685663	10.000000	10.241462	9.680699	2999
0.250000	0.115813	0.651490	10.000000	10.193211	9.774487	2999
0.250000	0.065693	0.699077	10.000000	10.350530	9.488999	2999
0.250000	0.115697	0.659817	10.000000	10.184894	9.671061	2999
0.250000	0.088733	0.687593	10.000000	10.254626	9.567127	2999
0.250000	0.092870	0.684580	10.000000	10.239432	9.621730	2999
0.250000	0.085323	0.694317	10.000000	10.262192	9.618641	2999
0.250000	0.086660	0.691407	10.000000	10.256784	9.668398	2999
