"","size","size_thr","par_size","patt","patt_thr","par_patt"
"1","10.0000","10.2833","10.0031","NA","NA","NA"
"2","10.0000","10.3781","10.5026","NA","NA","NA"
"3","10.0000","10.5318","11.0026","NA","NA","NA"
"4","10.0000","10.7118","11.5027","NA","NA","NA"
"5","10.0000","10.9001","12.0026","NA","NA","NA"
