"","size","size_thr","par_size","patt","patt_thr","par_patt"
"1","10.0000","12.6639","10.0001","10.0000","10.9158","12.0000"
"2","10.0000","11.1900","10.5000","10.0000","10.7497","11.5000"
"3","10.0000","10.7738","11.0000","10.0000","10.7713","11.0000"
"4","10.0000","10.7503","11.5001","10.0000","11.1793","10.5000"
"5","10.0000","10.9041","11.9999","10.0000","12.5056","10.0000"
