"","size","size_thr","par_size","patt","patt_thr","par_patt"
"1","NA","NA","NA","10.0000","10.2916","10.0030"
"2","NA","NA","NA","10.0000","10.3813","10.5027"
"3","NA","NA","NA","10.0000","10.5342","11.0026"
"4","NA","NA","NA","10.0000","10.7148","11.5026"
"5","NA","NA","NA","10.0000","10.9018","12.0026"
