"","size","size_thr","par_size","patt","patt_thr","par_patt"
"1","10.0000","11.9148","10.0030","NA","NA","NA"
"2","10.0000","10.9542","10.5027","NA","NA","NA"
"3","10.0000","10.9120","11.0026","NA","NA","NA"
"4","10.0000","10.9963","11.5026","NA","NA","NA"
"5","10.0000","11.1187","12.0027","NA","NA","NA"
