"","size","size_thr","par_size","patt","patt_thr","par_patt"
"1","NA","NA","NA","10.0000","11.9175","10.0030"
"2","NA","NA","NA","10.0000","10.9590","10.5027"
"3","NA","NA","NA","10.0000","10.9035","11.0026"
"4","NA","NA","NA","10.0000","10.9966","11.5027"
"5","NA","NA","NA","10.0000","11.1161","12.0026"
