"","t1_t1","t1_t2","t2_t1","t2_t2","both_t1","both_t2"
"1","0.00202","0.98652","0.00209","0.98615","0.00553","0.07311"
"2","0.01417","0.76602","0.01407","0.76761","0.01109","0.19385"
"3","0.01635","0.43901","0.01724","0.43343","0.01490","0.28766"
"4","0.00997","0.20144","0.01001","0.20166","0.01115","0.19269"
"5","0.00497","0.07385","0.00519","0.07358","0.00541","0.07452"
