mut_par_size	typ1_err	typ2_err	rej_rate	acp_rate	avg_size	avg_size_thr	avg_par_size	end_gen
0.250000	0.108450	0.511000	0.364737	0.308050	10.000000	10.518703	10.502780	2999
0.250000	0.110360	0.506333	0.363360	0.304997	10.000000	10.514231	10.502403	2999
0.250000	0.103513	0.518293	0.364613	0.310707	10.000000	10.530564	10.502994	2999
0.250000	0.114430	0.501123	0.364573	0.303863	10.000000	10.503707	10.502279	2999
0.250000	0.127317	0.481437	0.364543	0.298090	10.000000	10.475921	10.502390	2999
0.250000	0.109043	0.509677	0.364443	0.307887	10.000000	10.517514	10.502787	2999
0.250000	0.078317	0.560397	0.367830	0.322547	10.000000	10.595751	10.502783	2999
0.250000	0.093523	0.532237	0.363047	0.313537	10.000000	10.553376	10.502416	2999
0.250000	0.109983	0.508647	0.364310	0.307830	10.000000	10.514368	10.502627	2999
0.250000	0.111183	0.505930	0.363480	0.306687	10.000000	10.512534	10.502915	2999
0.250000	0.088607	0.540140	0.364160	0.316643	10.000000	10.566024	10.502493	2999
0.250000	0.108413	0.508170	0.363093	0.307400	10.000000	10.517049	10.502647	2999
0.250000	0.114727	0.499120	0.363870	0.303180	10.000000	10.502076	10.502352	2999
0.250000	0.098787	0.523333	0.364537	0.310937	10.000000	10.537990	10.502461	2999
0.250000	0.110153	0.508233	0.363660	0.306977	10.000000	10.514105	10.502781	2999
0.250000	0.102347	0.519803	0.364653	0.310977	10.000000	10.532038	10.502477	2999
0.250000	0.120190	0.491480	0.364473	0.301967	10.000000	10.492637	10.502475	2999
0.250000	0.100567	0.522430	0.364973	0.310427	10.000000	10.536120	10.502476	2999
0.250000	0.136587	0.471380	0.366660	0.295167	10.000000	10.460944	10.502422	2999
0.250000	0.106423	0.514653	0.364833	0.309183	10.000000	10.522285	10.502509	2999
0.250000	0.091183	0.536547	0.364647	0.315360	10.000000	10.558773	10.503039	2999
0.250000	0.091113	0.537697	0.365243	0.316650	10.000000	10.558001	10.502681	2999
0.250000	0.109773	0.508737	0.364477	0.307627	10.000000	10.514969	10.502375	2999
0.250000	0.115387	0.500053	0.364217	0.304523	10.000000	10.502929	10.502637	2999
0.250000	0.129883	0.480027	0.365507	0.297890	10.000000	10.472855	10.502616	2999
0.250000	0.092163	0.535383	0.365187	0.315103	10.000000	10.558030	10.502707	2999
0.250000	0.119300	0.495523	0.364870	0.303197	10.000000	10.495250	10.502613	2999
0.250000	0.132660	0.476217	0.366243	0.297570	10.000000	10.467292	10.502571	2999
0.250000	0.124850	0.485040	0.364210	0.299333	10.000000	10.481947	10.502224	2999
0.250000	0.104510	0.515267	0.364940	0.308450	10.000000	10.526966	10.502817	2999
0.250000	0.108923	0.507837	0.364457	0.306003	10.000000	10.515462	10.502589	2999
0.250000	0.083730	0.550590	0.366230	0.320003	10.000000	10.577984	10.502182	2999
0.250000	0.102393	0.520177	0.365073	0.310933	10.000000	10.531699	10.502610	2999
0.250000	0.106977	0.511503	0.364330	0.307317	10.000000	10.521717	10.502792	2999
0.250000	0.111523	0.505637	0.364020	0.305210	10.000000	10.511283	10.502732	2999
0.250000	0.105830	0.513727	0.363743	0.308830	10.000000	10.523178	10.502438	2999
0.250000	0.081200	0.554340	0.365993	0.322113	10.000000	10.585271	10.502371	2999
0.250000	0.122340	0.490933	0.365533	0.301473	10.000000	10.488657	10.502678	2999
0.250000	0.131353	0.478673	0.365323	0.298020	10.000000	10.470361	10.502969	2999
0.250000	0.095990	0.527583	0.363490	0.312237	10.000000	10.545011	10.502541	2999
0.250000	0.094697	0.529960	0.363123	0.312597	10.000000	10.550954	10.502505	2999
0.250000	0.090990	0.536577	0.364550	0.314663	10.000000	10.559971	10.502967	2999
0.250000	0.113687	0.501617	0.364170	0.304617	10.000000	10.505032	10.502443	2999
0.250000	0.101500	0.520070	0.364040	0.310793	10.000000	10.534667	10.502676	2999
0.250000	0.085297	0.546787	0.365650	0.317810	10.000000	10.575204	10.502499	2999
0.250000	0.102240	0.526440	0.367690	0.312817	10.000000	10.543911	10.502935	2999
0.250000	0.113707	0.503047	0.364437	0.304220	10.000000	10.507301	10.502354	2999
