"","size","size_thr","par_size","patt","patt_thr","par_patt"
"1","10.0000","10.4737","10.0031","NA","NA","NA"
"2","10.0000","10.5275","10.5026","NA","NA","NA"
"3","10.0000","10.6422","11.0027","NA","NA","NA"
"4","10.0000","10.7881","11.5027","NA","NA","NA"
"5","10.0000","10.9604","12.0027","NA","NA","NA"
