"","size","size_thr","par_size","patt","patt_thr","par_patt"
"1","10.0000","12.5672","10.0000","10.0000","10.9631","12.0000"
"2","10.0000","11.4870","10.5000","10.0000","10.8151","11.5000"
"3","10.0000","10.8529","11.0001","10.0000","10.8488","11.0000"
"4","10.0000","10.8179","11.4999","10.0000","11.4576","10.5000"
"5","10.0000","10.9674","12.0000","10.0000","12.6374","9.9999"
