sd_patt	sd_par_patt	min_patt_dif	typ1_err	typ2_err	avg_patt	avg_patt_thr	avg_par_patt	end_gen
0.416667	0.600000	1.500000	0.042140	0.091610	10.000000	10.704201	11.503159	2999
0.416667	0.600000	1.500000	0.044013	0.089930	10.000000	10.696051	11.502484	2999
0.416667	0.600000	1.500000	0.052280	0.080940	10.000000	10.663173	11.502757	2999
0.416667	0.600000	1.500000	0.048590	0.085137	10.000000	10.678020	11.502909	2999
0.416667	0.600000	1.500000	0.053523	0.080233	10.000000	10.655930	11.502279	2999
0.416667	0.600000	1.500000	0.044393	0.089703	10.000000	10.693983	11.502271	2999
0.416667	0.600000	1.500000	0.047603	0.086150	10.000000	10.681282	11.502460	2999
0.416667	0.600000	1.500000	0.056020	0.077350	10.000000	10.645814	11.502292	2999
0.416667	0.600000	1.500000	0.053573	0.079993	10.000000	10.656757	11.502815	2999
0.416667	0.600000	1.500000	0.034977	0.102537	10.000000	10.739067	11.502700	2999
0.416667	0.600000	1.500000	0.056107	0.077670	10.000000	10.648053	11.502752	2999
0.416667	0.600000	1.500000	0.045543	0.088720	10.000000	10.690102	11.502472	2999
0.416667	0.600000	1.500000	0.053820	0.080100	10.000000	10.657097	11.502680	2999
0.416667	0.600000	1.500000	0.053287	0.080370	10.000000	10.659450	11.502394	2999
0.416667	0.600000	1.500000	0.047240	0.086250	10.000000	10.681554	11.502827	2999
0.416667	0.600000	1.500000	0.045773	0.088137	10.000000	10.689706	11.502528	2999
0.416667	0.600000	1.500000	0.042933	0.091223	10.000000	10.700133	11.502608	2999
0.416667	0.600000	1.500000	0.046770	0.086487	10.000000	10.684680	11.502542	2999
0.416667	0.600000	1.500000	0.034450	0.102757	10.000000	10.741902	11.502299	2999
0.416667	0.600000	1.500000	0.053060	0.079903	10.000000	10.659310	11.502684	2999
0.416667	0.600000	1.500000	0.042177	0.091210	10.000000	10.704765	11.502843	2999
0.416667	0.600000	1.500000	0.047783	0.085523	10.000000	10.680581	11.503175	2999
0.416667	0.600000	1.500000	0.047077	0.085830	10.000000	10.681978	11.502513	2999
0.416667	0.600000	1.500000	0.054880	0.078730	10.000000	10.652917	11.502785	2999
0.416667	0.600000	1.500000	0.040447	0.092930	10.000000	10.710979	11.502444	2999
0.416667	0.600000	1.500000	0.057767	0.076197	10.000000	10.643768	11.502895	2999
0.416667	0.600000	1.500000	0.052677	0.081740	10.000000	10.662472	11.502637	2999
0.416667	0.600000	1.500000	0.043953	0.090233	10.000000	10.696950	11.502455	2999
0.416667	0.600000	1.500000	0.044740	0.089043	10.000000	10.691565	11.502228	2999
0.416667	0.600000	1.500000	0.047907	0.086117	10.000000	10.679181	11.502402	2999
0.416667	0.600000	1.500000	0.043413	0.091520	10.000000	10.697751	11.502588	2999
0.416667	0.600000	1.500000	0.051643	0.081020	10.000000	10.663609	11.502715	2999
0.416667	0.600000	1.500000	0.045863	0.088180	10.000000	10.688705	11.502623	2999
0.416667	0.600000	1.500000	0.037327	0.098463	10.000000	10.726259	11.502472	2999
0.416667	0.600000	1.500000	0.054910	0.079107	10.000000	10.651502	11.502420	2999
0.416667	0.600000	1.500000	0.044653	0.089860	10.000000	10.694307	11.502572	2999
0.416667	0.600000	1.500000	0.046183	0.087873	10.000000	10.685800	11.502696	2999
0.416667	0.600000	1.500000	0.039347	0.095633	10.000000	10.717286	11.502834	2999
0.416667	0.600000	1.500000	0.058690	0.075333	10.000000	10.639181	11.502656	2999
0.416667	0.600000	1.500000	0.055203	0.078433	10.000000	10.650320	11.502301	2999
0.416667	0.600000	1.500000	0.046497	0.087290	10.000000	10.683882	11.502616	2999
0.416667	0.600000	1.500000	0.047780	0.086270	10.000000	10.680974	11.502842	2999
0.416667	0.600000	1.500000	0.062707	0.071650	10.000000	10.625189	11.502824	2999
0.416667	0.600000	1.500000	0.051310	0.082563	10.000000	10.666624	11.502560	2999
0.416667	0.600000	1.500000	0.069190	0.068063	10.000000	10.605220	11.502758	2999
0.416667	0.600000	1.500000	0.058297	0.076107	10.000000	10.640893	11.502935	2999
0.416667	0.600000	1.500000	0.039150	0.095613	10.000000	10.719079	11.502592	2999
0.416667	0.600000	1.500000	0.054483	0.077990	10.000000	10.653705	11.502621	2999
0.416667	0.600000	1.500000	0.038827	0.096740	10.000000	10.720427	11.502810	2999
0.416667	0.600000	1.500000	0.048670	0.085620	10.000000	10.676611	11.502749	2999
0.416667	0.600000	1.500000	0.055900	0.078187	10.000000	10.649977	11.502738	2999
0.416667	0.600000	1.500000	0.055243	0.079280	10.000000	10.651796	11.502658	2999
0.416667	0.600000	1.500000	0.046990	0.086450	10.000000	10.683845	11.502930	2999
0.416667	0.600000	1.500000	0.054753	0.078573	10.000000	10.652717	11.502713	2999
0.416667	0.600000	1.500000	0.048037	0.085330	10.000000	10.678348	11.502484	2999
0.416667	0.600000	1.500000	0.052713	0.080713	10.000000	10.660399	11.502584	2999
0.416667	0.600000	1.500000	0.046977	0.086327	10.000000	10.684736	11.502829	2999
0.416667	0.600000	1.500000	0.049487	0.084997	10.000000	10.674780	11.502684	2999
0.416667	0.600000	1.500000	0.044957	0.088850	10.000000	10.692474	11.502455	2999
0.416667	0.600000	1.500000	0.051947	0.081543	10.000000	10.662197	11.502704	2999
0.416667	0.600000	1.500000	0.062440	0.072407	10.000000	10.627212	11.502770	2999
0.416667	0.600000	1.500000	0.050050	0.084613	10.000000	10.672973	11.502985	2999
0.416667	0.600000	1.500000	0.049380	0.083797	10.000000	10.674439	11.502651	2999
0.416667	0.600000	1.500000	0.050287	0.083153	10.000000	10.670486	11.502488	2999
0.416667	0.600000	1.500000	0.059653	0.074400	10.000000	10.635547	11.502770	2999
0.416667	0.600000	1.500000	0.048983	0.084187	10.000000	10.675490	11.502635	2999
0.416667	0.600000	1.500000	0.049733	0.083407	10.000000	10.671578	11.502725	2999
0.416667	0.600000	1.500000	0.048703	0.085907	10.000000	10.676383	11.502491	2999
0.416667	0.600000	1.500000	0.039350	0.095927	10.000000	10.716931	11.502448	2999
0.416667	0.600000	1.500000	0.060623	0.074277	10.000000	10.632007	11.502537	2999
0.416667	0.600000	1.500000	0.049930	0.082553	10.000000	10.669505	11.502253	2999
0.416667	0.600000	1.500000	0.058057	0.075600	10.000000	10.641248	11.502501	2999
0.416667	0.600000	1.500000	0.048730	0.083483	10.000000	10.677131	11.502700	2999
0.416667	0.600000	1.500000	0.045937	0.087087	10.000000	10.688512	11.502496	2999
0.416667	0.600000	1.500000	0.046933	0.086713	10.000000	10.682736	11.502428	2999
0.416667	0.600000	1.500000	0.041920	0.092317	10.000000	10.706631	11.502814	2999
0.416667	0.600000	1.500000	0.059780	0.075310	10.000000	10.634664	11.502773	2999
0.416667	0.600000	1.500000	0.053243	0.079673	10.000000	10.660044	11.502477	2999
0.416667	0.600000	1.500000	0.062703	0.072600	10.000000	10.625992	11.502735	2999
0.416667	0.600000	1.500000	0.044223	0.090103	10.000000	10.693188	11.502788	2999
0.416667	0.600000	1.500000	0.049737	0.082823	10.000000	10.670811	11.502292	2999
0.416667	0.600000	1.500000	0.053843	0.080193	10.000000	10.657279	11.502803	2999
0.416667	0.600000	1.500000	0.040347	0.094150	10.000000	10.714584	11.502757	2999
0.416667	0.600000	1.500000	0.048563	0.085067	10.000000	10.678805	11.502986	2999
0.416667	0.600000	2.000000	0.025010	0.024737	10.000000	10.819854	12.002638	2999
0.416667	0.600000	2.000000	0.018210	0.030063	10.000000	10.873470	12.002760	2999
0.416667	0.600000	2.000000	0.022887	0.026103	10.000000	10.834367	12.002625	2999
0.416667	0.600000	2.000000	0.022330	0.026810	10.000000	10.841657	12.002910	2999
0.416667	0.600000	2.000000	0.018953	0.029253	10.000000	10.866016	12.002662	2999
0.416667	0.600000	2.000000	0.024480	0.024923	10.000000	10.823014	12.002494	2999
0.416667	0.600000	2.000000	0.021530	0.027103	10.000000	10.847303	12.002731	2999
0.416667	0.600000	2.000000	0.021413	0.027240	10.000000	10.846423	12.002684	2999
0.416667	0.600000	2.000000	0.020967	0.027330	10.000000	10.851265	12.002744	2999
0.416667	0.600000	2.000000	0.023653	0.025540	10.000000	10.829871	12.002915	2999
0.416667	0.600000	2.000000	0.017430	0.032223	10.000000	10.886030	12.002599	2999
0.416667	0.600000	2.000000	0.021370	0.027840	10.000000	10.846665	12.002795	2999
0.416667	0.600000	2.000000	0.017033	0.032027	10.000000	10.885167	12.002877	2999
0.416667	0.600000	2.000000	0.020443	0.028243	10.000000	10.856942	12.002946	2999
0.416667	0.600000	2.000000	0.022707	0.025653	10.000000	10.834715	12.002609	2999
0.416667	0.600000	2.000000	0.019083	0.031693	10.000000	10.877174	12.002921	2999
0.416667	0.600000	2.000000	0.023800	0.025660	10.000000	10.826715	12.002557	2999
0.416667	0.600000	2.000000	0.022217	0.028027	10.000000	10.845845	12.002368	2999
0.416667	0.600000	2.000000	0.024817	0.024773	10.000000	10.819294	12.002526	2999
0.416667	0.600000	2.000000	0.023997	0.025607	10.000000	10.828733	12.002825	2999
0.416667	0.600000	2.000000	0.014823	0.034527	10.000000	10.908181	12.002438	2999
0.416667	0.600000	2.000000	0.017853	0.031003	10.000000	10.877780	12.002966	2999
0.416667	0.600000	2.000000	0.027330	0.023633	10.000000	10.804305	12.002507	2999
0.416667	0.600000	2.000000	0.021943	0.026880	10.000000	10.843329	12.002694	2999
0.416667	0.600000	2.000000	0.016803	0.031593	10.000000	10.888733	12.002598	2999
0.416667	0.600000	2.000000	0.020187	0.028230	10.000000	10.856737	12.002587	2999
0.416667	0.600000	2.000000	0.018223	0.030600	10.000000	10.876006	12.002415	2999
0.416667	0.600000	2.000000	0.022740	0.025887	10.000000	10.835450	12.002797	2999
0.416667	0.600000	2.000000	0.018850	0.030150	10.000000	10.868152	12.002409	2999
0.416667	0.600000	2.000000	0.014867	0.036713	10.000000	10.919752	12.002817	2999
0.416667	0.600000	2.000000	0.017387	0.031730	10.000000	10.883046	12.002554	2999
0.416667	0.600000	2.000000	0.019453	0.028677	10.000000	10.861476	12.002848	2999
0.416667	0.600000	2.000000	0.021017	0.028153	10.000000	10.849045	12.002065	2999
0.416667	0.600000	2.000000	0.011423	0.040290	10.000000	10.950670	12.002380	2999
0.416667	0.600000	2.000000	0.019140	0.029497	10.000000	10.865384	12.003057	2999
0.416667	0.600000	2.000000	0.020707	0.028547	10.000000	10.851861	12.002544	2999
0.416667	0.600000	2.000000	0.015390	0.033817	10.000000	10.905218	12.002876	2999
0.416667	0.600000	2.000000	0.015570	0.035377	10.000000	10.905415	12.002291	2999
0.416667	0.600000	2.000000	0.019627	0.029267	10.000000	10.864330	12.002502	2999
0.416667	0.600000	2.000000	0.019927	0.028353	10.000000	10.858914	12.002775	2999
0.416667	0.600000	2.000000	0.024650	0.025043	10.000000	10.820403	12.002570	2999
0.416667	0.600000	2.000000	0.019557	0.028710	10.000000	10.863226	12.002659	2999
0.416667	0.600000	2.000000	0.011580	0.040317	10.000000	10.952986	12.002740	2999
0.416667	0.600000	2.000000	0.026723	0.023987	10.000000	10.806824	12.002439	2999
0.416667	0.600000	2.000000	0.017513	0.030727	10.000000	10.880363	12.002220	2999
0.416667	0.600000	2.000000	0.019023	0.029653	10.000000	10.867931	12.002807	2999
0.416667	0.600000	2.000000	0.019527	0.028937	10.000000	10.862067	12.002629	2999
0.416667	0.600000	2.000000	0.012743	0.038820	10.000000	10.937412	12.002787	2999
0.416667	0.600000	2.000000	0.019530	0.029050	10.000000	10.862880	12.002530	2999
0.416667	0.600000	2.000000	0.021237	0.026987	10.000000	10.846288	12.002777	2999
0.416667	0.600000	2.000000	0.021070	0.028503	10.000000	10.850290	12.002913	2999
0.416667	0.600000	2.000000	0.020520	0.028613	10.000000	10.855534	12.002359	2999
0.416667	0.600000	2.000000	0.012863	0.037127	10.000000	10.929310	12.002744	2999
0.416667	0.600000	2.000000	0.020687	0.030560	10.000000	10.860514	12.002495	2999
0.416667	0.600000	2.000000	0.015090	0.035160	10.000000	10.909234	12.002195	2999
0.416667	0.600000	2.000000	0.025420	0.024077	10.000000	10.816796	12.003065	2999
0.416667	0.600000	2.000000	0.018570	0.030060	10.000000	10.873117	12.003338	2999
0.416667	0.600000	2.000000	0.018723	0.030777	10.000000	10.872350	12.002584	2999
0.416667	0.600000	2.000000	0.023610	0.025320	10.000000	10.830084	12.002590	2999
0.416667	0.600000	2.000000	0.012610	0.037507	10.000000	10.935175	12.002546	2999
0.416667	0.600000	2.000000	0.018590	0.029617	10.000000	10.871445	12.002071	2999
0.416667	0.600000	2.000000	0.023340	0.025653	10.000000	10.828770	12.002775	2999
0.416667	0.600000	2.000000	0.022753	0.026557	10.000000	10.834917	12.002401	2999
0.416667	0.600000	2.000000	0.022920	0.025943	10.000000	10.834755	12.002852	2999
0.416667	0.600000	2.000000	0.013620	0.035720	10.000000	10.921799	12.002623	2999
0.416667	0.600000	2.000000	0.020380	0.028683	10.000000	10.857984	12.003150	2999
0.416667	0.600000	2.000000	0.023493	0.025790	10.000000	10.828550	12.002261	2999
0.416667	0.600000	2.000000	0.019063	0.029403	10.000000	10.868385	12.002675	2999
0.416667	0.600000	2.000000	0.016280	0.032427	10.000000	10.894990	12.002458	2999
0.416667	0.600000	2.000000	0.015403	0.033913	10.000000	10.903435	12.002842	2999
0.416667	0.600000	2.000000	0.021173	0.027033	10.000000	10.847844	12.002423	2999
0.416667	0.600000	2.000000	0.013563	0.037167	10.000000	10.925555	12.002775	2999
0.416667	0.600000	2.000000	0.025513	0.025083	10.000000	10.816545	12.002559	2999
0.416667	0.600000	2.000000	0.021320	0.027887	10.000000	10.847002	12.002342	2999
0.416667	0.600000	2.000000	0.019217	0.029577	10.000000	10.866585	12.002856	2999
0.416667	0.600000	2.000000	0.014057	0.036177	10.000000	10.920422	12.002912	2999
0.416667	0.600000	2.000000	0.022240	0.026870	10.000000	10.837010	12.002469	2999
0.416667	0.600000	2.000000	0.017827	0.030677	10.000000	10.877060	12.002683	2999
0.416667	0.600000	2.000000	0.014643	0.035397	10.000000	10.911634	12.002623	2999
0.416667	0.600000	2.000000	0.015760	0.033173	10.000000	10.898350	12.002881	2999
0.416667	0.600000	2.000000	0.013550	0.036363	10.000000	10.925159	12.002610	2999
0.416667	0.600000	2.000000	0.019103	0.030100	10.000000	10.868522	12.002552	2999
0.416667	0.600000	2.000000	0.021510	0.027340	10.000000	10.846556	12.002637	2999
0.416667	0.600000	2.000000	0.021123	0.028757	10.000000	10.853089	12.002647	2999
0.416667	0.600000	2.000000	0.018183	0.030547	10.000000	10.874295	12.002691	2999
0.416667	0.600000	2.000000	0.016257	0.033113	10.000000	10.899787	12.002906	2999
0.416667	0.600000	2.000000	0.022930	0.025837	10.000000	10.834142	12.002513	2999
0.416667	0.600000	2.000000	0.020297	0.028070	10.000000	10.858214	12.002478	2999
0.416667	0.600000	2.000000	0.018907	0.029893	10.000000	10.867281	12.002437	2999
0.416667	0.600000	2.000000	0.018280	0.030817	10.000000	10.875800	12.002464	2999
0.416667	0.600000	2.000000	0.017750	0.030577	10.000000	10.878333	12.002459	2999
0.416667	0.600000	2.000000	0.015387	0.034560	10.000000	10.905226	12.002506	2999
0.416667	0.600000	2.000000	0.016113	0.033580	10.000000	10.895988	12.002895	2999
0.416667	0.600000	2.000000	0.013547	0.036967	10.000000	10.924974	12.002577	2999
0.416667	0.600000	2.000000	0.020223	0.028447	10.000000	10.854405	12.002301	2999
0.416667	0.600000	2.000000	0.017003	0.032693	10.000000	10.892183	12.002438	2999
0.416667	0.600000	2.000000	0.017323	0.032480	10.000000	10.893300	12.002602	2999
0.416667	0.600000	2.000000	0.018137	0.031037	10.000000	10.878725	12.002871	2999
0.416667	0.600000	2.000000	0.016653	0.033297	10.000000	10.892072	12.002348	2999
0.416667	0.600000	2.000000	0.020927	0.028650	10.000000	10.855674	12.002236	2999
