mut_par_size	mut_par_patt	typ1_err	typ2_err	            avg_size	avg_size_thr	avg_par_size	avg_patt	avg_patt_thr	avg_par_patt	end_gen
0.250000	0.250000	0.068077	0.179063	10.000000	10.641566	10.844187	10.000000	13.347302	9.014292	2999
0.250000	0.250000	0.071857	0.174173	10.000000	10.627139	11.123027	10.000000	12.051051	9.663027	2999
0.250000	0.250000	0.053573	0.047393	10.000000	10.892936	11.165596	10.000000	10.860835	11.491465	2999
0.250000	0.250000	0.153147	0.243913	10.000000	10.381705	10.749187	10.000000	11.256024	9.916656	2999
0.250000	0.250000	0.020450	0.531267	10.000000	13.093645	9.230063	10.000000	10.932517	9.701705	2999
0.250000	0.250000	0.049640	0.521220	10.000000	10.582733	9.741134	10.000000	12.767828	9.267021	2999
0.250000	0.250000	0.048253	0.032600	10.000000	10.839808	11.825708	10.000000	11.032238	10.807478	2999
0.250000	0.250000	0.121337	0.112720	10.000000	10.620115	10.935731	10.000000	10.683970	10.870778	2999
0.250000	0.250000	0.115867	0.344790	10.000000	12.993351	9.576185	10.000000	10.421246	10.528433	2999
0.250000	0.250000	0.120160	0.434827	10.000000	10.360535	10.136842	10.000000	14.117815	9.364013	2999
0.250000	0.250000	0.014423	0.311617	10.000000	11.766502	8.841398	10.000000	14.044761	9.591129	2999
0.250000	0.250000	0.127900	0.433817	10.000000	10.342720	10.215716	10.000000	11.443525	9.484346	2999
0.250000	0.250000	0.148193	0.397553	10.000000	10.708680	9.896869	10.000000	10.366308	10.385646	2999
0.250000	0.250000	0.012667	0.404197	10.000000	13.233729	9.033815	10.000000	12.359697	9.548902	2999
0.250000	0.250000	0.123397	0.300220	10.000000	11.158674	9.803969	10.000000	10.432176	10.676280	2999
0.250000	0.250000	0.076163	0.127447	10.000000	10.743081	11.046504	10.000000	10.784705	10.909712	2999
0.250000	0.250000	0.064380	0.348103	10.000000	10.592923	10.134391	10.000000	11.973595	8.984254	2999
0.250000	0.250000	0.157787	0.487053	10.000000	10.404561	10.045420	10.000000	10.439430	9.991803	2999
0.250000	0.250000	0.065180	0.080723	10.000000	10.887521	10.795570	10.000000	10.760706	11.396248	2999
0.250000	0.250000	0.131780	0.227517	10.000000	10.453900	10.834738	10.000000	10.914501	10.128163	2999
0.250000	0.250000	0.074600	0.611707	10.000000	10.574219	9.657230	10.000000	10.560385	9.624397	2999
0.250000	0.250000	0.062343	0.082583	10.000000	10.701722	11.515109	10.000000	11.601627	10.010658	2999
0.250000	0.250000	0.189817	0.477620	10.000000	10.337560	9.942667	10.000000	10.400587	9.967476	2999
0.250000	0.250000	0.132410	0.556033	10.000000	10.548422	9.766858	10.000000	10.351004	9.883262	2999
0.250000	0.250000	0.099260	0.597217	10.000000	10.438656	9.695528	10.000000	10.563908	9.701411	2999
0.250000	0.250000	0.156317	0.385457	10.000000	10.299419	10.377424	10.000000	11.897330	9.748132	2999
0.250000	0.250000	0.037317	0.059450	10.000000	13.229265	9.067995	10.000000	10.865323	11.591674	2999
0.250000	0.250000	0.013983	0.312957	10.000000	12.345895	8.853851	10.000000	12.898598	9.573404	2999
0.250000	0.250000	0.173550	0.335677	10.000000	10.385396	10.418077	10.000000	10.586213	10.187187	2999
0.250000	0.250000	0.056197	0.053200	10.000000	10.751383	11.689489	10.000000	11.220458	10.402470	2999
0.250000	0.250000	0.159200	0.298103	10.000000	11.045917	9.919329	10.000000	10.356938	10.606029	2999
0.250000	0.250000	0.159163	0.512170	10.000000	10.560577	9.864200	10.000000	10.296905	9.976104	2999
0.250000	0.250000	0.102800	0.170317	10.000000	10.525125	11.040136	10.000000	13.775251	9.713016	2999
0.250000	0.250000	0.177163	0.275760	10.000000	10.611069	10.284457	10.000000	10.405016	10.548697	2999
0.250000	0.250000	0.149773	0.373880	10.000000	10.396396	10.417288	10.000000	10.651785	10.090528	2999
0.250000	0.250000	0.111710	0.327023	10.000000	10.442211	10.473535	10.000000	12.664178	9.336086	2999
0.250000	0.250000	0.194300	0.424560	10.000000	10.798768	9.878206	10.000000	10.227540	10.186437	2999
0.250000	0.250000	0.152127	0.323863	10.000000	11.008449	9.857901	10.000000	10.351701	10.549971	2999
0.250000	0.250000	0.161360	0.269357	10.000000	10.355543	10.671638	10.000000	11.085435	10.001528	2999
0.250000	0.250000	0.113827	0.169937	10.000000	10.994524	10.173522	10.000000	10.519594	11.033771	2999
0.250000	0.250000	0.120803	0.220500	10.000000	11.141032	9.985875	10.000000	10.466622	10.886979	2999
0.250000	0.250000	0.095220	0.571183	10.000000	10.356903	9.876089	10.000000	11.027176	9.566988	2999
0.250000	0.250000	0.052017	0.038843	10.000000	12.229335	10.263640	10.000000	10.770750	11.829957	2999
0.250000	0.250000	0.046070	0.392843	10.000000	10.670485	10.156005	10.000000	13.181735	9.042899	2999
0.250000	0.250000	0.129410	0.373650	10.000000	10.400426	10.492638	10.000000	10.846579	9.992768	2999
0.250000	0.250000	0.127450	0.483970	10.000000	10.311558	9.988196	10.000000	14.166397	9.424509	2999
0.250000	0.250000	0.096177	0.400497	10.000000	10.452961	10.227386	10.000000	12.326249	9.252495	2999
0.250000	0.250000	0.056020	0.567910	10.000000	12.340584	9.398872	10.000000	10.518935	9.683099	2999
0.250000	0.250000	0.090130	0.107560	10.000000	10.583048	11.319738	10.000000	12.246425	10.174487	2999
0.250000	0.250000	0.095573	0.386143	10.000000	11.988912	9.341772	10.000000	10.458666	10.358796	2999
0.250000	0.250000	0.070843	0.325170	10.000000	13.424623	9.006517	10.000000	10.575062	10.273432	2999
0.250000	0.250000	0.014323	0.366170	10.000000	13.090015	9.065235	10.000000	11.308114	9.343980	2999
0.250000	0.250000	0.084823	0.249617	10.000000	10.551273	10.756959	10.000000	11.944583	9.321221	2999
0.250000	0.250000	0.110353	0.297213	10.000000	11.922687	9.356700	10.000000	10.457875	10.570858	2999
0.250000	0.250000	0.009470	0.601910	10.000000	12.317175	9.502890	10.000000	11.311893	9.468964	2999
0.250000	0.250000	0.059300	0.093983	10.000000	10.711074	11.478465	10.000000	11.336417	10.213408	2999
0.250000	0.250000	0.025357	0.042257	10.000000	11.061261	10.752393	10.000000	14.078645	8.102122	2999
0.250000	0.250000	0.115000	0.552243	10.000000	10.297240	9.916861	10.000000	12.122017	9.601015	2999
0.250000	0.250000	0.144410	0.466283	10.000000	10.950591	9.732097	10.000000	10.291075	10.183186	2999
0.250000	0.250000	0.106537	0.141887	10.000000	10.531741	11.144120	10.000000	11.252588	10.114790	2999
0.250000	0.250000	0.149667	0.293717	10.000000	10.375037	10.632828	10.000000	11.021875	9.888553	2999
0.250000	0.250000	0.142323	0.466937	10.000000	11.185483	9.649208	10.000000	10.296500	10.164455	2999
0.250000	0.250000	0.143803	0.418103	10.000000	11.103821	9.770693	10.000000	10.323577	10.328006	2999
0.250000	0.250000	0.155870	0.329553	10.000000	10.962326	9.815367	10.000000	10.349717	10.524728	2999
0.250000	0.250000	0.140000	0.556673	10.000000	10.488293	9.805990	10.000000	10.356924	9.805355	2999
0.250000	0.250000	0.107087	0.352893	10.000000	10.440089	10.276063	10.000000	13.627783	9.182422	2999
0.250000	0.250000	0.150087	0.363583	10.000000	10.331351	10.397048	10.000000	11.216517	9.593689	2999
0.250000	0.250000	0.039657	0.335540	10.000000	10.744718	10.091347	10.000000	11.255940	8.893115	2999
0.250000	0.250000	0.016657	0.190607	10.000000	11.998692	9.059455	10.000000	13.742290	8.828063	2999
0.250000	0.250000	0.146053	0.294560	10.000000	10.368922	10.583009	10.000000	11.631043	9.604509	2999
0.250000	0.250000	0.075367	0.457243	10.000000	10.512822	9.893241	10.000000	11.637940	9.176475	2999
0.250000	0.250000	0.012087	0.428757	10.000000	11.913745	9.043386	10.000000	12.949993	9.640628	2999
0.250000	0.250000	0.186633	0.309200	10.000000	10.322484	10.485715	10.000000	10.730551	10.141968	2999
0.250000	0.250000	0.116973	0.174740	10.000000	10.520526	11.023474	10.000000	10.919306	10.126242	2999
0.250000	0.250000	0.105273	0.584317	10.000000	10.358454	9.773235	10.000000	10.719786	9.636802	2999
0.250000	0.250000	0.012837	0.480557	10.000000	11.346333	9.296736	10.000000	11.470682	9.374246	2999
0.250000	0.250000	0.154827	0.244627	10.000000	10.555119	10.542712	10.000000	10.529056	10.537295	2999
0.250000	0.250000	0.166610	0.460553	10.000000	10.522814	10.054225	10.000000	10.341051	10.085738	2999
0.250000	0.250000	0.134860	0.223497	10.000000	13.903974	9.412485	10.000000	10.425684	10.732686	2999
0.250000	0.250000	0.163830	0.244800	10.000000	10.770571	10.150808	10.000000	10.397819	10.705854	2999
0.250000	0.250000	0.107603	0.203770	10.000000	12.165423	9.926961	10.000000	10.499796	10.967652	2999
0.250000	0.250000	0.013023	0.518627	10.000000	11.263940	9.512194	10.000000	12.477501	9.278182	2999
0.250000	0.250000	0.154370	0.366520	10.000000	11.474700	9.749273	10.000000	10.317142	10.426038	2999
0.250000	0.250000	0.131693	0.474620	10.000000	10.896082	9.698307	10.000000	10.331404	10.191178	2999
0.250000	0.250000	0.038850	0.034320	10.000000	10.860991	11.954292	10.000000	13.934381	10.226066	2999
0.250000	0.250000	0.135390	0.251977	10.000000	11.027388	10.087682	10.000000	10.424221	10.771277	2999
0.250000	0.250000	0.109290	0.161460	10.000000	11.258038	9.840088	10.000000	10.512180	11.062591	2999
0.250000	0.250000	0.149063	0.517490	10.000000	10.560050	9.848052	10.000000	10.325175	10.004093	2999
0.250000	0.250000	0.168543	0.374257	10.000000	10.376602	10.320347	10.000000	10.581340	10.183531	2999
0.250000	0.250000	0.055307	0.385083	10.000000	12.117512	9.044453	10.000000	10.618262	10.127892	2999
0.250000	0.250000	0.179397	0.412980	10.000000	10.304973	10.256156	10.000000	10.622487	9.933821	2999
0.250000	0.250000	0.016283	0.252663	10.000000	12.969447	8.804375	10.000000	11.709938	9.373642	2999
0.250000	0.250000	0.175393	0.311287	10.000000	10.770345	10.041984	10.000000	10.342962	10.526940	2999
0.250000	0.250000	0.161327	0.409050	10.000000	10.276789	10.197731	10.000000	11.579773	9.490855	2999
0.250000	0.250000	0.142723	0.390500	10.000000	10.607197	10.154559	10.000000	10.427938	10.372434	2999
0.250000	0.250000	0.055143	0.081567	10.000000	12.989451	9.425644	10.000000	10.732224	11.471473	2999
0.250000	0.250000	0.011950	0.431337	10.000000	12.181623	9.455562	10.000000	14.267581	9.130141	2999
0.250000	0.250000	0.127827	0.536293	10.000000	10.306165	9.993402	10.000000	10.769750	9.701999	2999
0.250000	0.250000	0.110097	0.477580	10.000000	10.373835	10.257423	10.000000	11.062620	9.718076	2999
0.250000	0.250000	0.138303	0.533347	10.000000	10.268574	9.959785	10.000000	10.843144	9.705761	2999
0.250000	0.250000	0.142020	0.314650	10.000000	10.370405	10.567353	10.000000	12.988217	9.668315	2999
0.250000	0.250000	0.118937	0.429020	10.000000	11.451436	9.572434	10.000000	10.372868	10.305875	2999
0.250000	0.250000	0.018480	0.174763	10.000000	12.386397	9.934920	10.000000	11.356233	8.495059	2999
0.250000	0.250000	0.112590	0.342623	10.000000	12.571780	9.400901	10.000000	10.429372	10.461156	2999
0.250000	0.250000	0.063660	0.044353	10.000000	10.705963	11.717790	10.000000	11.571210	10.295852	2999
0.250000	0.250000	0.014347	0.328710	10.000000	11.602384	8.883590	10.000000	12.687262	9.579845	2999
0.250000	0.250000	0.061183	0.195063	10.000000	13.586895	8.943789	10.000000	10.663905	10.747982	2999
0.250000	0.250000	0.135547	0.263227	10.000000	10.555580	10.483425	10.000000	10.585492	10.594179	2999
0.250000	0.250000	0.034110	0.219400	10.000000	12.061699	8.679742	10.000000	10.842419	10.331340	2999
0.250000	0.250000	0.138010	0.364203	10.000000	10.352623	10.340503	10.000000	13.163087	9.410839	2999
0.250000	0.250000	0.009347	0.546133	10.000000	13.608988	9.323206	10.000000	12.302188	9.522303	2999
0.250000	0.250000	0.076170	0.348323	10.000000	12.930411	9.068468	10.000000	10.544949	10.256436	2999
0.250000	0.250000	0.090217	0.209690	10.000000	12.764322	9.082025	10.000000	10.550614	10.710666	2999
0.250000	0.250000	0.159317	0.322970	10.000000	10.436763	10.483427	10.000000	10.584531	10.218158	2999
0.250000	0.250000	0.096953	0.549253	10.000000	10.996190	9.465379	10.000000	10.371796	9.845094	2999
0.250000	0.250000	0.104023	0.559333	10.000000	11.515217	9.536882	10.000000	10.337613	9.855219	2999
0.250000	0.250000	0.160457	0.335527	10.000000	10.690701	10.179855	10.000000	10.382365	10.465923	2999
0.250000	0.250000	0.106573	0.282463	10.000000	10.472802	10.662912	10.000000	14.541617	9.445673	2999
0.250000	0.250000	0.052873	0.054130	10.000000	10.752311	11.676889	10.000000	12.587541	9.676202	2999
0.250000	0.250000	0.129300	0.164023	10.000000	10.553753	10.953099	10.000000	10.700963	10.446828	2999
0.250000	0.250000	0.112397	0.130180	10.000000	10.581315	11.074266	10.000000	10.792914	10.574414	2999
0.250000	0.250000	0.169383	0.340047	10.000000	11.000589	9.954783	10.000000	10.314827	10.476392	2999
0.250000	0.250000	0.160437	0.517763	10.000000	10.361221	9.876536	10.000000	10.435583	9.943814	2999
0.250000	0.250000	0.126957	0.323367	10.000000	10.729027	10.211874	10.000000	10.465232	10.588381	2999
0.250000	0.250000	0.107650	0.500253	10.000000	10.356212	10.085310	10.000000	15.214293	9.510284	2999
0.250000	0.250000	0.162353	0.409337	10.000000	14.361775	9.716862	10.000000	10.274327	10.296252	2999
0.250000	0.250000	0.073540	0.088377	10.000000	10.647449	11.442893	10.000000	13.214597	10.025115	2999
0.250000	0.250000	0.053930	0.580533	10.000000	13.753127	9.420689	10.000000	10.518516	9.729733	2999
0.250000	0.250000	0.192713	0.419900	10.000000	10.382869	10.114372	10.000000	10.408607	10.095834	2999
0.250000	0.250000	0.068850	0.444540	10.000000	16.031166	9.156487	10.000000	10.525661	9.978549	2999
0.250000	0.250000	0.153983	0.444943	10.000000	11.385211	9.640787	10.000000	10.277106	10.189942	2999
0.250000	0.250000	0.020313	0.026127	10.000000	11.979496	8.235119	10.000000	11.990311	8.675917	2999
0.250000	0.250000	0.149003	0.457397	10.000000	10.760843	9.821572	10.000000	10.311950	10.213967	2999
0.250000	0.250000	0.162377	0.400690	10.000000	10.412419	10.289803	10.000000	10.519341	10.112737	2999
0.250000	0.250000	0.125453	0.447360	10.000000	11.540449	9.414228	10.000000	10.341436	10.127577	2999
0.250000	0.250000	0.033090	0.615403	10.000000	10.653475	9.650002	10.000000	11.575534	9.478382	2999
0.250000	0.250000	0.100563	0.169727	10.000000	10.550440	11.068987	10.000000	10.993295	10.220629	2999
0.250000	0.250000	0.146483	0.255217	10.000000	10.509342	10.608217	10.000000	10.606502	10.446465	2999
0.250000	0.250000	0.012320	0.417570	10.000000	11.588621	9.635077	10.000000	13.407411	9.020985	2999
0.250000	0.250000	0.010193	0.525873	10.000000	11.780768	9.561651	10.000000	13.525597	9.254907	2999
0.250000	0.250000	0.111680	0.224897	10.000000	10.871550	10.196923	10.000000	10.518676	10.888368	2999
0.250000	0.250000	0.146170	0.195223	10.000000	10.674573	10.462394	10.000000	10.507200	10.797681	2999
0.250000	0.250000	0.027783	0.022647	10.000000	11.012312	12.167170	10.000000	11.917651	9.558938	2999
0.250000	0.250000	0.147420	0.305350	10.000000	10.640423	10.320642	10.000000	10.454575	10.525687	2999
0.250000	0.250000	0.091617	0.115437	10.000000	10.641571	11.250590	10.000000	10.856998	10.440773	2999
0.250000	0.250000	0.141463	0.490790	10.000000	10.356093	10.137953	10.000000	10.597680	9.874263	2999
0.250000	0.250000	0.067967	0.091447	10.000000	10.701314	11.437786	10.000000	11.030569	10.395711	2999
0.250000	0.250000	0.026087	0.014053	10.000000	11.050429	12.313912	10.000000	13.079661	9.542440	2999
0.250000	0.250000	0.161017	0.182540	10.000000	10.501681	10.810190	10.000000	10.613284	10.442381	2999
0.250000	0.250000	0.196570	0.423167	10.000000	10.504445	10.029948	10.000000	10.302219	10.137185	2999
0.250000	0.250000	0.083123	0.115850	10.000000	10.608510	11.152617	10.000000	11.300084	9.244577	2999
0.250000	0.250000	0.029473	0.248283	10.000000	11.690493	8.695199	10.000000	10.900198	10.122986	2999
0.250000	0.250000	0.080663	0.581920	10.000000	10.394987	9.766475	10.000000	12.373776	9.499857	2999
0.250000	0.250000	0.151217	0.500843	10.000000	10.250267	9.992761	10.000000	10.946522	9.612420	2999
0.250000	0.250000	0.156760	0.420423	10.000000	10.348659	10.280573	10.000000	10.647324	10.036967	2999
0.250000	0.250000	0.094557	0.505100	10.000000	10.395810	10.020651	10.000000	11.975394	9.415782	2999
0.250000	0.250000	0.041457	0.436197	10.000000	10.676918	9.983983	10.000000	13.951887	9.081642	2999
0.250000	0.250000	0.133487	0.352650	10.000000	10.576866	10.294620	10.000000	10.506838	10.443304	2999
0.250000	0.250000	0.053413	0.213130	10.000000	12.276359	8.830795	10.000000	10.698898	10.562846	2999
0.250000	0.250000	0.076713	0.296370	10.000000	12.752660	9.077412	10.000000	10.563696	10.464927	2999
0.250000	0.250000	0.055890	0.057273	10.000000	10.734602	11.650959	10.000000	15.793680	9.778239	2999
0.250000	0.250000	0.163370	0.334160	10.000000	11.155366	9.756732	10.000000	10.318153	10.487952	2999
0.250000	0.250000	0.144120	0.428217	10.000000	10.308222	10.206508	10.000000	11.226550	9.524016	2999
0.250000	0.250000	0.108403	0.385597	10.000000	10.419356	10.250851	10.000000	12.787959	9.269814	2999
0.250000	0.250000	0.112207	0.558623	10.000000	10.758454	9.696018	10.000000	10.342147	9.965333	2999
0.250000	0.250000	0.125940	0.487647	10.000000	11.488181	9.627034	10.000000	10.314004	10.137423	2999
0.250000	0.250000	0.205653	0.255897	10.000000	10.902708	10.001010	10.000000	10.288211	10.608218	2999
0.250000	0.250000	0.016797	0.206633	10.000000	12.123390	9.074978	10.000000	13.009533	8.864721	2999
0.250000	0.250000	0.140810	0.467267	10.000000	10.620286	9.968775	10.000000	10.372558	10.205055	2999
0.250000	0.250000	0.053187	0.051110	10.000000	11.228653	10.586199	10.000000	10.770293	11.703519	2999
0.250000	0.250000	0.120623	0.487360	10.000000	10.328100	10.028664	10.000000	11.347243	9.456035	2999
0.250000	0.250000	0.164973	0.354783	10.000000	10.350148	10.422233	10.000000	10.704059	10.111007	2999
0.250000	0.250000	0.092387	0.149350	10.000000	12.611119	9.911549	10.000000	10.562290	11.156136	2999
0.250000	0.250000	0.063447	0.233117	10.000000	10.642378	10.595596	10.000000	12.149335	8.944172	2999
0.250000	0.250000	0.099617	0.120927	10.000000	13.214468	10.127475	10.000000	10.549854	11.238594	2999
0.250000	0.250000	0.024247	0.560890	10.000000	11.611334	9.319951	10.000000	10.768865	9.658059	2999
0.250000	0.250000	0.142790	0.276530	10.000000	10.384572	10.620753	10.000000	13.561851	9.557431	2999
0.250000	0.250000	0.129547	0.373130	10.000000	12.881967	9.718855	10.000000	10.369075	10.468482	2999
0.250000	0.250000	0.135343	0.279983	10.000000	12.380749	9.596687	10.000000	10.400643	10.645165	2999
0.250000	0.250000	0.179150	0.463980	10.000000	10.218250	10.099239	10.000000	10.842946	9.823783	2999
0.250000	0.250000	0.097487	0.320927	10.000000	11.962785	9.282266	10.000000	10.483552	10.495162	2999
0.250000	0.250000	0.119643	0.264923	10.000000	11.775536	9.692675	10.000000	10.446626	10.745456	2999
0.250000	0.250000	0.135893	0.546957	10.000000	10.328932	9.911298	10.000000	10.583568	9.892608	2999
0.250000	0.250000	0.013613	0.348463	10.000000	13.491164	9.420986	10.000000	12.055330	8.988497	2999
0.250000	0.250000	0.011630	0.463590	10.000000	12.213984	9.175337	10.000000	11.460953	9.491096	2999
0.250000	0.250000	0.135550	0.187983	10.000000	10.442218	10.935766	10.000000	11.141190	10.043550	2999
0.250000	0.250000	0.073297	0.044867	10.000000	10.816735	11.265992	10.000000	10.776396	11.290683	2999
0.250000	0.250000	0.116457	0.187683	10.000000	11.162730	10.097427	10.000000	10.491242	10.984768	2999
0.250000	0.250000	0.153443	0.357320	10.000000	10.587910	10.279608	10.000000	10.428818	10.364463	2999
0.250000	0.250000	0.023510	0.012517	10.000000	11.158468	12.447293	10.000000	12.306671	9.402903	2999
0.250000	0.250000	0.114800	0.188613	10.000000	10.701275	10.547217	10.000000	10.590324	10.876376	2999
0.250000	0.250000	0.092010	0.273103	10.000000	10.516817	10.461354	10.000000	12.937634	9.056183	2999
0.250000	0.250000	0.164433	0.385497	10.000000	10.319528	10.363435	10.000000	10.756548	9.983138	2999
0.250000	0.250000	0.152473	0.405303	10.000000	10.328936	10.348121	10.000000	10.797222	9.961194	2999
0.250000	0.250000	0.057480	0.099207	10.000000	14.940994	8.733604	10.000000	10.718386	10.998116	2999
0.250000	0.250000	0.104803	0.188393	10.000000	10.543859	10.976712	10.000000	10.927179	10.388358	2999
0.250000	0.250000	0.170587	0.368600	10.000000	10.866202	9.887197	10.000000	10.298481	10.394775	2999
0.250000	0.250000	0.115543	0.406327	10.000000	11.835558	9.330117	10.000000	10.390726	10.219615	2999
0.250000	0.250000	0.017027	0.322420	10.000000	11.171484	9.815933	10.000000	12.074463	8.822858	2999
0.250000	0.250000	0.069387	0.081343	10.000000	10.665371	11.389466	10.000000	13.323154	9.363598	2999
0.250000	0.250000	0.086060	0.596770	10.000000	10.444496	9.809706	10.000000	10.676405	9.602725	2999
0.250000	0.250000	0.197367	0.430260	10.000000	10.390977	10.080339	10.000000	10.379808	10.064580	2999
0.250000	0.250000	0.183813	0.293860	10.000000	10.351173	10.507912	10.000000	10.680985	10.205976	2999
0.250000	0.250000	0.132573	0.389133	10.000000	11.617291	9.462455	10.000000	10.354667	10.316924	2999
0.250000	0.250000	0.112413	0.263893	10.000000	10.464522	10.771404	10.000000	11.465485	9.721258	2999
0.250000	0.250000	0.047283	0.626660	10.000000	10.660222	9.622680	10.000000	10.705652	9.586562	2999
0.250000	0.250000	0.113193	0.587057	10.000000	10.381311	9.729656	10.000000	10.595037	9.707994	2999
