mut_par_size	typ1_err	typ2_err	avg_size	avg_size_thr	avg_par_size	end_gen
0.250000	0.083180	0.690750	10.000000	10.274039	9.543293	2999
0.250000	0.139283	0.639123	10.000000	10.134279	9.635069	2999
0.250000	0.174630	0.519050	10.000000	10.159590	10.067962	2999
0.250000	0.080297	0.697010	10.000000	10.276698	9.584206	2999
0.250000	0.102887	0.673287	10.000000	10.214293	9.684917	2999
0.250000	0.115690	0.661817	10.000000	10.183546	9.647154	2999
0.250000	0.134767	0.641750	10.000000	10.145437	9.681251	2999
0.250000	0.090033	0.685143	10.000000	10.256134	9.551744	2999
0.250000	0.139887	0.617553	10.000000	10.155708	9.818583	2999
0.250000	0.146497	0.634827	10.000000	10.119169	9.610897	2999
0.250000	0.144017	0.631337	10.000000	10.128572	9.684807	2999
0.250000	0.104567	0.672877	10.000000	10.211522	9.571693	2999
0.250000	0.146357	0.632347	10.000000	10.121485	9.664593	2999
0.250000	0.085143	0.693103	10.000000	10.261260	9.595364	2999
0.250000	0.113907	0.662417	10.000000	10.188644	9.661340	2999
0.250000	0.103547	0.675577	10.000000	10.213425	9.641745	2999
0.250000	0.106293	0.671640	10.000000	10.205513	9.609571	2999
0.250000	0.125403	0.649143	10.000000	10.165787	9.692177	2999
0.250000	0.145910	0.617677	10.000000	10.139672	9.787355	2999
0.250000	0.108390	0.669170	10.000000	10.200445	9.589649	2999
0.250000	0.118880	0.656910	10.000000	10.176317	9.673583	2999
0.250000	0.123863	0.651357	10.000000	10.165126	9.656482	2999
0.250000	0.159390	0.605660	10.000000	10.115587	9.784288	2999
0.250000	0.159943	0.604343	10.000000	10.113835	9.780138	2999
0.250000	0.171040	0.574590	10.000000	10.116398	9.881617	2999
0.250000	0.111790	0.665943	10.000000	10.192225	9.607698	2999
0.250000	0.077023	0.698247	10.000000	10.291345	9.550426	2999
0.250000	0.037033	0.724387	10.000000	10.487052	9.478236	2999
0.250000	0.158020	0.597507	10.000000	10.126947	9.829447	2999
0.250000	0.094173	0.683157	10.000000	10.238375	9.586201	2999
0.250000	0.049560	0.720717	10.000000	10.408454	9.509079	2999
0.250000	0.124427	0.652303	10.000000	10.163356	9.614289	2999
0.250000	0.091357	0.684420	10.000000	10.248851	9.560946	2999
0.250000	0.091613	0.684457	10.000000	10.249280	9.557691	2999
0.250000	0.135143	0.638370	10.000000	10.146667	9.705437	2999
0.250000	0.105750	0.672740	10.000000	10.207764	9.632813	2999
0.250000	0.094730	0.683213	10.000000	10.235724	9.628990	2999
0.250000	0.156693	0.615263	10.000000	10.111250	9.727924	2999
0.250000	0.133810	0.631773	10.000000	10.157995	9.767339	2999
0.250000	0.101120	0.676043	10.000000	10.219321	9.672179	2999
0.250000	0.102347	0.673347	10.000000	10.217444	9.554937	2999
0.250000	0.138737	0.624653	10.000000	10.152668	9.787097	2999
0.250000	0.121960	0.649310	10.000000	10.175919	9.721542	2999
0.250000	0.166670	0.578747	10.000000	10.122978	9.878777	2999
0.250000	0.087963	0.688687	10.000000	10.259180	9.570112	2999
0.250000	0.119520	0.659050	10.000000	10.175550	9.597068	2999
0.250000	0.162003	0.594627	10.000000	10.118192	9.821796	2999
0.250000	0.128093	0.637943	10.000000	10.168845	9.766110	2999
0.250000	0.147860	0.612123	10.000000	10.139201	9.809911	2999
0.250000	0.061540	0.710280	10.000000	10.351439	9.525654	2999
0.250000	0.108200	0.669363	10.000000	10.200461	9.579090	2999
0.250000	0.003833	0.690247	10.000000	11.694772	9.331065	2999
0.250000	0.116340	0.660990	10.000000	10.181726	9.567737	2999
0.250000	0.143367	0.632527	10.000000	10.129952	9.680465	2999
0.250000	0.140770	0.635950	10.000000	10.132013	9.656976	2999
0.250000	0.133867	0.639613	10.000000	10.151510	9.721073	2999
0.250000	0.129247	0.649947	10.000000	10.152450	9.635120	2999
0.250000	0.110827	0.665973	10.000000	10.196714	9.669396	2999
0.250000	0.102443	0.675223	10.000000	10.214267	9.640161	2999
0.250000	0.129277	0.635607	10.000000	10.167854	9.766955	2999
0.250000	0.029390	0.724377	10.000000	10.562867	9.450848	2999
0.250000	0.144517	0.627383	10.000000	10.133413	9.728586	2999
0.250000	0.104360	0.671280	10.000000	10.212009	9.690327	2999
0.250000	0.073173	0.697773	10.000000	10.311174	9.521059	2999
0.250000	0.120763	0.653670	10.000000	10.176055	9.700288	2999
0.250000	0.088990	0.689730	10.000000	10.250714	9.631054	2999
0.250000	0.092010	0.686683	10.000000	10.243367	9.617665	2999
0.250000	0.108947	0.669717	10.000000	10.203113	9.646331	2999
0.250000	0.095100	0.684280	10.000000	10.233289	9.643975	2999
0.250000	0.113533	0.664247	10.000000	10.187255	9.640088	2999
0.250000	0.117520	0.658603	10.000000	10.180682	9.667443	2999
0.250000	0.056050	0.710793	10.000000	10.381434	9.496785	2999
0.250000	0.103890	0.673143	10.000000	10.210445	9.616019	2999
0.250000	0.111460	0.663430	10.000000	10.195565	9.694233	2999
0.250000	0.087853	0.689860	10.000000	10.256082	9.601215	2999
0.250000	0.091473	0.686360	10.000000	10.242471	9.651711	2999
0.250000	0.091020	0.688317	10.000000	10.245394	9.610177	2999
0.250000	0.129990	0.642557	10.000000	10.158058	9.708962	2999
0.250000	0.094280	0.681887	10.000000	10.239948	9.560277	2999
0.250000	0.157137	0.619190	10.000000	10.107477	9.699378	2999
0.250000	0.047747	0.716533	10.000000	10.423417	9.487408	2999
0.250000	0.100447	0.678090	10.000000	10.219731	9.623415	2999
0.250000	0.076913	0.697807	10.000000	10.293429	9.548197	2999
0.250000	0.076127	0.699577	10.000000	10.294969	9.556984	2999
0.250000	0.083690	0.687740	10.000000	10.278357	9.514632	2999
0.250000	0.094420	0.680703	10.000000	10.241698	9.551195	2999
0.250000	0.090087	0.686710	10.000000	10.251839	9.577923	2999
0.250000	0.104240	0.673500	10.000000	10.209907	9.612104	2999
0.250000	0.126283	0.651527	10.000000	10.159645	9.613499	2999
0.250000	0.111003	0.668193	10.000000	10.193616	9.599134	2999
0.250000	0.099097	0.679283	10.000000	10.227457	9.609206	2999
0.250000	0.112450	0.665620	10.000000	10.189298	9.606037	2999
