"","t1_t1","t1_t2","t2_t1","t2_t2","both_t1","both_t2"
"1","NA","NA","NA","10.0000","11.5646","10.0980"
"2","NA","NA","NA","10.0000","11.7680","10.0811"
"3","NA","NA","NA","10.0000","11.5934","10.1013"
"4","NA","NA","NA","10.0000","11.6204","10.0815"
"5","NA","NA","NA","10.0000","11.5645","10.0861"
