"","t1_t1","t1_t2","t2_t1","t2_t2","both_t1","both_t2"
"1","10.0000","11.6794","10.1023","NA","NA","NA"
"2","10.0000","11.6999","10.0746","NA","NA","NA"
"3","10.0000","11.6847","10.0844","NA","NA","NA"
"4","10.0000","11.6595","10.1010","NA","NA","NA"
"5","10.0000","11.7069","10.0968","NA","NA","NA"
