"","t1_t1","t1_t2","t2_t1","t2_t2","both_t1","both_t2"
"1","0.01406","0.92071","0.01363","0.91900","0.02811","0.56512"
"2","0.01378","0.91464","0.01330","0.92243","0.02943","0.54067"
"3","0.01362","0.92040","0.01408","0.91497","0.03025","0.56377"
"4","0.01363","0.91920","0.01379","0.91897","0.02886","0.56366"
"5","0.01414","0.91831","0.01376","0.92033","0.02824","0.55416"
