"","size","size_thr","par_size","patt","patt_thr","par_patt"
"1","10.0000","11.8565","10.1885","10.0000","11.9343","10.1070"
"2","10.0000","11.7928","10.3311","10.0000","11.7372","10.2543"
"3","10.0000","11.8228","10.1902","10.0000","11.6963","10.2499"
"4","10.0000","11.9169","10.1125","10.0000","11.7471","10.2485"
"5","10.0000","12.0636","10.1275","10.0000","11.7912","10.2152"
