"","t1_t1","t1_t2","t2_t1","t2_t2","both_t1","both_t2"
"1","0.2504","0.6942","0.2498","0.6927","0.2247","0.4283"
"2","0.2496","0.6895","0.2499","0.6953","0.2233","0.4100"
"3","0.2500","0.6939","0.2498","0.6900","0.2261","0.4277"
"4","0.2498","0.6929","0.2500","0.6928","0.2252","0.4273"
"5","0.2501","0.6924","0.2501","0.6939","0.2239","0.4200"
