mut_par_size	mut_par_patt	typ1_err	typ2_err	            rej_rate	acp_rate	avg_size	avg_size_thr	avg_par_size	avg_patt	avg_patt_thr	avg_par_patt	end_gen
0.250000	0.250000	0.165507	0.335810	0.399290	0.169177	10.000000	10.879060	9.965888	10.000000	10.475445	10.641252	2999
0.250000	0.250000	0.219700	0.514493	0.475290	0.293007	10.000000	11.423516	9.730209	10.000000	10.351631	10.167013	2999
0.250000	0.250000	0.020523	0.380847	0.380823	0.108533	10.000000	14.326281	9.226381	10.000000	12.453356	9.193412	2999
0.250000	0.250000	0.209927	0.460740	0.455570	0.257710	10.000000	15.692845	9.781486	10.000000	10.363568	10.316506	2999
0.250000	0.250000	0.175517	0.368620	0.414170	0.189320	10.000000	10.551361	10.474517	10.000000	10.622497	10.312186	2999
0.250000	0.250000	0.174593	0.352637	0.408973	0.181807	10.000000	10.431901	10.592249	10.000000	11.138729	9.933917	2999
0.250000	0.250000	0.045230	0.081643	0.227573	0.026777	10.000000	12.831281	9.478685	10.000000	10.826412	11.578905	2999
0.250000	0.250000	0.167930	0.304137	0.388327	0.153987	10.000000	12.506875	9.813574	10.000000	10.437338	10.681312	2999
0.250000	0.250000	0.030223	0.041333	0.196053	0.012413	10.000000	10.984118	11.588460	10.000000	12.034061	8.647086	2999
0.250000	0.250000	0.198373	0.536597	0.476627	0.291660	10.000000	14.952848	9.555197	10.000000	10.383452	10.058916	2999
0.250000	0.250000	0.178810	0.573383	0.486490	0.297997	10.000000	12.762921	9.500542	10.000000	10.415653	9.902187	2999
