"","size","size_thr","par_size","patt","patt_thr","par_patt"
"1","NA","NA","NA","10.0000","10.1162","10.0030"
"2","NA","NA","NA","10.0000","10.3030","10.5026"
"3","NA","NA","NA","10.0000","10.4914","11.0027"
"4","NA","NA","NA","10.0000","10.6758","11.5026"
"5","NA","NA","NA","10.0000","10.8681","12.0026"
